seqnames	start	end	width	strand	name	log2FC.CD28.negative_vs_CD28.positive.	strand.1	CD28.negative	CD28.positive	summit	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	GENENAME
chr1	15501386	15501785	400	*	CD28-positive	-1.02008193385533	+	20.3686786095137	41.3083754615903	15501585	Intron (ENST00000546424.5/842, intron 6 of 7)	1	15492798	15507052	14255	2	842	ENST00000424908.5	5267	CASP9
chr1	20332954	20333353	400	*	CD28-positive	-1.29047972810261	+	22.220376664924	54.3531256073556	20333153	Promoter	1	20332918	20354222	21305	1	127731	ENST00000525343.1	36	VWA5B1
chr1	23904705	23905104	400	*	CD28-negative	1.04525416630979	+	116.656977490851	56.5272506316498	23904904	Intron (ENST00000374472.5/1269, intron 1 of 1)	1	23870515	23913362	42848	2	1269	ENST00000374472.5	8258	CNR2
chr1	31505936	31506335	400	*	CD28-positive	-1.07288829302998	+	22.220376664924	46.7436880223258	31506135	Promoter	1	31506201	31508219	2019	1	149086	ENST00000566792.6	0	LINC01225
chr1	36458883	36459282	400	*	CD28-negative	1.12830990603734	+	71.2903751332978	32.6118753644134	36459082	Promoter	1	36455772	36459703	3932	2	64960	ENST00000488606.5	421	MRPS15
chr1	39452626	39453025	400	*	CD28-negative	1.44301367415679	+	76.8454692995288	28.2636253158249	39452825	Promoter	1	39452533	39453749	1217	1	23499	ENST00000487656.1	93	MACF1
chr1	39666758	39667157	400	*	CD28-negative	1.11521672447735	+	108.324336241504	50.0048755587672	39666957	Intron (ENST00000235628.1/84618, intron 1 of 5)	1	39659121	39672038	12918	2	84618	ENST00000235628.1	4881	NT5C1A
chr1	41487401	41487800	400	*	CD28-negative	1.35952868865371	+	217.574521510714	84.7908759474747	41487600	Distal Intergenic	1	41478775	41484683	5909	2	1907	ENST00000372587.5	-2718	EDN2
chr1	42017242	42017641	400	*	CD28-negative	1.11155854174802	+	126.841316795608	58.7013756559441	42017441	Intron (ENST00000489103.5/59269, intron 1 of 3)	1	41847191	42035925	188735	2	59269	ENST00000489103.5	18284	HIVEP3
chr1	47351313	47351712	400	*	CD28-negative	1.07507529918501	+	43.5149043021428	20.6541877307951	47351512	Intron (ENST00000371873.9/51727, intron 1 of 5)	1	47333941	47373443	39503	1	51727	ENST00000371870.3	17372	CMPK1
chr1	51442183	51442582	400	*	CD28-positive	-1.02008193385533	+	20.3686786095137	41.3083754615903	51442382	Intron (ENST00000371730.6/2060, intron 11 of 22)	1	51403429	51422104	18676	2	2060	ENST00000493793.1	-20079	EPS15
chr1	53498723	53499122	400	*	CD28-positive	-1.03894096110664	+	25.9237727757447	53.2660630952085	53498922	Distal Intergenic	1	53459976	53464679	4704	1	63948	ENST00000463126.1	38747	DMRTB1
chr1	59272476	59272875	400	*	CD28-negative	1.76841396095096	+	88.881506659696	26.0895002915307	59272675	Intron (ENST00000647858.1/729467, intron 3 of 4)	1	59131960	59296491	164532	2	729467	ENST00000647858.1	23616	HSD52
chr1	59318056	59318455	400	*	CD28-negative	1.11756352457335	+	99.0658459644528	45.6566255101787	59318255	Intron (ENST00000582567.1/55277, intron 1 of 2)	1	59310087	59762728	452642	1	55277	ENST00000371212.5	7969	FGGY
chr1	59389861	59390260	400	*	CD28-negative	1.29387544992346	+	87.9556576319908	35.8730629008547	59390060	Intron (ENST00000634606.1/55277, intron 4 of 16)	1	59393208	59626023	232816	1	55277	ENST00000475949.5	-2948	FGGY
chr1	59409557	59409956	400	*	CD28-negative	1.0115276726615	+	173.133768180866	85.8779384596219	59409756	Intron (ENST00000634606.1/55277, intron 4 of 16)	1	59393208	59626023	232816	1	55277	ENST00000475949.5	16349	FGGY
chr1	59474046	59474445	400	*	CD28-negative	1.1731364046205	+	473.10885315734	209.803064844393	59474245	3' UTR	1	59512316	59660423	148108	1	55277	ENST00000485720.1	-37871	FGGY
chr1	59494452	59494851	400	*	CD28-negative	1.20335101766751	+	67.5869790224771	29.350687827972	59494651	Intron (ENST00000634606.1/55277, intron 5 of 16)	1	59512316	59660423	148108	1	55277	ENST00000485720.1	-17465	FGGY
chr1	61302304	61302703	400	*	CD28-negative	1.18039166048075	+	290.716594699422	128.273376433359	61302503	Intron (ENST00000371191.5/4774, intron 3 of 10)	1	61277306	61457876	180571	1	4774	ENST00000655770.1	24998	NFIA
chr1	61332240	61332639	400	*	CD28-negative	1.35337646167212	+	130.544712906428	51.0919380709143	61332439	5' UTR	1	61352450	61404226	51777	1	4774	ENST00000482020.1	-19811	NFIA
chr1	65215581	65215980	400	*	CD28-negative	1.00760162483039	+	133.322259989544	66.3108132409738	65215780	Intron (ENST00000497030.5/205, intron 3 of 5)	1	65248219	65366194	117976	1	9829	ENST00000463018.5	-32239	DNAJC6
chr1	75981134	75981533	400	*	CD28-positive	-1.23158603904904	+	23.1462256926292	54.3531256073556	75981333	Intron (ENST00000663316.1/101927342, intron 4 of 7)	1	76002998	76019350	16353	1	101927342	ENST00000436121.3	-21465	NA
chr1	76494750	76495149	400	*	CD28-negative	1.13098404033567	+	49.995847496079	22.8283127550894	76494949	Intron (ENST00000328299.4/256435, intron 3 of 4)	1	76313913	76577209	263297	1	256435	ENST00000464140.1	180837	ST6GALNAC3
chr1	83520824	83521223	400	*	CD28-negative	1.13519629162258	+	45.3666023575531	20.6541877307951	83521023	Distal Intergenic	1	83446068	83480024	33957	1	101927542	ENST00000664539.1	74756	NA
chr1	83583618	83584017	400	*	CD28-negative	1.25716114641281	+	80.5488654103495	33.6989378765605	83583817	Intron (ENST00000417975.1/101927587, intron 2 of 2)	1	83446068	83480024	33957	1	101927542	ENST00000664539.1	137550	NA
chr1	88982099	88982498	400	*	CD28-negative	1.10073366168492	+	193.50244679038	90.2261885082103	88982298	3' UTR	1	88935773	88988355	52583	2	56267	ENST00000446900.6	5857	KYAT3
chr1	89034016	89034415	400	*	CD28-positive	-1.5660050781196	+	21.2945276372188	63.0496257045325	89034215	Distal Intergenic	1	89007270	89022894	15625	2	2635	ENST00000493594.6	-11122	GBP3
chr1	89070361	89070760	400	*	CD28-negative	1.22092616564847	+	48.1441494406686	20.6541877307951	89070560	Distal Intergenic	1	89062707	89065230	2524	2	2633	ENST00000469194.1	-5131	GBP1
chr1	91763245	91763644	400	*	CD28-negative	1.06518857860999	+	921.21978256664	440.26031741958	91763444	Intron (ENST00000533089.5/7049, intron 5 of 19)	1	91727777	91766432	38656	2	7049	ENST00000468996.2	2788	TGFBR3
chr1	93701647	93702046	400	*	CD28-negative	1.48462099495037	+	42.5890552744376	15.2188751700596	93701846	Intron (ENST00000370244.5/8412, intron 3 of 13)	1	93561741	93681837	120097	2	8412	ENST00000260502.11	-19810	BCAR3
chr1	97377359	97377758	400	*	CD28-positive	-1.04872198189923	+	19.4428295818085	40.2213129494431	97377558	Intron (ENST00000370192.8/1806, intron 15 of 22)	1	97265446	97296147	30702	1	100873932	ENST00000630798.1	111913	DPYD-AS1
chr1	99992981	99993380	400	*	CD28-negative	1.10183769467615	+	58.3284887454255	27.1765628036778	99993180	Promoter	1	99993043	100015341	22299	1	23443	ENST00000422078.1	0	SLC35A3
chr1	100746144	100746543	400	*	CD28-negative	1.21907536996053	+	75.9196202718236	32.6118753644134	100746343	Distal Intergenic	1	100719764	100739038	19275	1	7412	ENST00000370115.1	26380	VCAM1
chr1	109890205	109890604	400	*	CD28-negative	1.38990233769723	+	37.0339611082067	14.1318126579125	109890404	Distal Intergenic	1	109910242	109921880	11639	1	1435	ENST00000527192.5	-19638	CSF1
chr1	110235948	110236347	400	*	CD28-negative	1.12205091556566	+	42.5890552744376	19.567125218648	110236147	3' UTR	1	110223830	110229151	5322	1	3749	ENST00000636402.1	12118	KCNC4
chr1	111556296	111556695	400	*	CD28-positive	-1.15758545760526	+	18.5169805541033	41.3083754615903	111556495	Intron (ENST00000356415.5/5906, intron 1 of 7)	1	111483569	111563934	80366	2	57413	ENST00000443498.5	7239	TMIGD3
chr1	114745374	114745773	400	*	CD28-negative	1.07826922353775	+	110.176034296915	52.1790005830614	114745573	Intron (ENST00000339438.10/7812, intron 2 of 18)	1	114737988	114746859	8872	2	7812	ENST00000534389.2	1086	CSDE1
chr1	115680056	115680455	400	*	CD28-positive	-1.13600837906681	+	36.1081120805015	79.3555633867392	115680255	Intron (ENST00000355485.7/81839, intron 4 of 7)	1	115671144	115684076	12933	1	81839	ENST00000474344.1	8912	VANGL1
chr1	116711251	116711650	400	*	CD28-positive	-1.1441231977987	+	15.7394334709878	34.7860003887076	116711450	Distal Intergenic	1	116694112	116706603	12492	1	388667	ENST00000624685.1	17139	NA
chr1	147030287	147030686	400	*	CD28-negative	1.02367101619304	+	68.5128280501823	33.6989378765605	147030486	Intron (ENST00000444082.2/728989, intron 9 of 14)	1	147019656	147056593	36938	2	728989	ENST00000444082.2	25907	NA
chr1	147762441	147762840	400	*	CD28-positive	-1.1161088216291	+	24.0720747203343	52.1790005830614	147762640	Intron (ENST00000621517.1/2702, intron 1 of 1)	1	147756199	147760602	4404	2	2702	ENST00000579774.3	-1839	GJA5
chr1	150181493	150181892	400	*	CD28-negative	1.17051240452231	+	34.2564140250912	15.2188751700596	150181692	Downstream (<=300bp)	1	150173049	150181429	8381	1	105371433	ENST00000647691.1	8444	NA
chr1	151494815	151495214	400	*	CD28-negative	1.47367069538983	+	69.4386770778875	25.0024377793836	151495014	Distal Intergenic	1	151510510	151519029	8520	1	57530	ENST00000505188.5	-15296	CGN
chr1	151815724	151816123	400	*	CD28-positive	-1.02513516158161	+	55.55094166231	113.0545012633	151815923	Promoter	1	151806120	151815133	9014	2	6097	ENST00000651893.1	-591	RORC
chr1	156369027	156369426	400	*	CD28-negative	1.02475371421075	+	39.8115081913221	19.567125218648	156369226	Promoter	1	156369211	156385219	16009	1	57127	ENST00000537040.6	0	RHBG
chr1	158716363	158716762	400	*	CD28-negative	1.25244755282134	+	191.650748734969	80.4426258988863	158716562	3' UTR	1	158717168	158718163	996	2	391114	ENST00000368146.1	1401	OR6K3
chr1	161351505	161351904	400	*	CD28-negative	1.10658269684554	+	248.127539424985	115.228626287594	161351704	Intron (ENST00000342751.8/6391, intron 4 of 4)	1	161364733	161367876	3144	2	257177	ENST00000367974.2	15972	CFAP126
chr1	171923016	171923415	400	*	CD28-positive	-1.26400751674142	+	20.3686786095137	48.91781304662	171923215	Intron (ENST00000367733.6/26052, intron 2 of 14)	1	171970122	172253578	283457	1	26052	ENST00000523513.1	-46707	DNM3
chr1	173154059	173154458	400	*	CD28-positive	-1.27222802354638	+	32.4047159696808	78.2685008745921	173154258	Distal Intergenic	1	173183734	173205558	21825	2	7292	ENST00000367718.5	51100	TNFSF4
chr1	173809521	173809920	400	*	CD28-positive	-1.15358352704777	+	17.5911315263982	39.134250437296	173809720	Intron (ENST00000356198.6/91687, intron 3 of 6)	1	173802963	173824019	21057	2	91687	ENST00000484920.5	14099	CENPL
chr1	176164301	176164700	400	*	CD28-negative	1.02406883641916	+	108.324336241504	53.2660630952085	176164500	Intron (ENST00000367667.5/64326, intron 3 of 17)	1	175944832	176184664	239833	2	64326	ENST00000367666.5	19964	RFWD2
chr1	178273697	178274096	400	*	CD28-negative	1.22784557958826	+	122.212071657082	52.1790005830614	178273896	Intron (ENST00000367649.8/9462, intron 1 of 17)	1	178341471	178484147	142677	1	9462	ENST00000462775.5	-67375	RASAL2
chr1	180338792	180339191	400	*	CD28-negative	1.05381617981321	+	36.1081120805015	17.3930001943538	180338991	Intron (ENST00000642319.1/100527964, intron 6 of 13)	1	180272602	180276224	3623	2	100527964	ENST00000440959.2	-62568	ACBD6
chr1	181846705	181847104	400	*	CD28-negative	1.12830990603734	+	71.2903751332978	32.6118753644134	181846904	Distal Intergenic	1	181776101	181783784	7684	1	777	ENST00000644521.1	70604	CACNA1E
chr1	186993032	186993431	400	*	CD28-negative	1.1040169927354	+	49.0699984683738	22.8283127550894	186993231	Distal Intergenic	1	187070700	187686130	615431	1	106144535	ENST00000643891.1	-77269	LINC01037
chr1	186995860	186996259	400	*	CD28-negative	1.22784557958826	+	91.6590537428115	39.134250437296	186996059	Distal Intergenic	1	187070700	187686130	615431	1	106144535	ENST00000643891.1	-74441	LINC01037
chr1	189859373	189859772	400	*	CD28-negative	1.24646125775561	+	36.1081120805015	15.2188751700596	189859572	Distal Intergenic	1	190216952	190226196	9245	2	339479	ENST00000463404.1	366424	BRINP3
chr1	192966066	192966465	400	*	CD28-positive	-1.00602633863391	+	35.1822630527963	70.6590632895623	192966265	Distal Intergenic	1	192935796	192957713	21918	2	102724954	ENST00000647436.1	-8353	NA
chr1	193043141	193043540	400	*	CD28-negative	1.14187235647841	+	52.7733945791945	23.9153752672365	193043340	Intron (ENST00000367455.8/51377, intron 3 of 10)	1	193015759	193029575	13817	2	51377	ENST00000420791.5	-13566	UCHL5
chr1	193797220	193797619	400	*	CD28-negative	1.3377796066211	+	85.1781105488753	33.6989378765605	193797419	Intron (ENST00000656143.1/ENST00000656143.1, intron 2 of 5)	1	193349131	193365953	16823	1	101929184	ENST00000660270.1	448089	LINC01031
chr1	197174109	197174508	400	*	CD28-negative	1.17176965518217	+	75.9196202718236	33.6989378765605	197174308	Intron (ENST00000367405.5/360023, intron 9 of 10)	1	197158442	197200521	42080	2	360023	ENST00000467322.1	26013	ZBTB41
chr1	197738978	197739377	400	*	CD28-negative	1.09034205583832	+	50.9216965237841	23.9153752672365	197739177	Intron (ENST00000620048.6/163486, intron 2 of 22)	1	197658300	197735529	77230	2	163486	ENST00000294738.5	-3449	DENND1B
chr1	198136164	198136563	400	*	CD28-negative	1.20198741166723	+	217.574521510714	94.5744385567988	198136363	Distal Intergenic	1	198156994	198253078	96085	1	140609	ENST00000442588.5	-20431	NEK7
chr1	208604325	208604724	400	*	CD28-negative	1.21717207807381	+	93.5107517982218	40.2213129494431	208604524	Distal Intergenic	1	208728665	208736286	7622	1	105372893	ENST00000666184.1	-123941	NA
chr1	210882780	210883179	400	*	CD28-negative	1.22213192839387	+	58.3284887454255	25.0024377793836	210882979	Intron (ENST00000367007.5/3756, intron 7 of 11)	1	210919759	211019190	99432	2	3756	ENST00000639385.1	136011	KCNH1
chr1	217857494	217857893	400	*	CD28-negative	1.03144836678476	+	55.55094166231	27.1765628036778	217857693	Intron (ENST00000366933.5/128153, intron 9 of 10)	1	217862775	217867133	4359	1	128153	ENST00000491809.1	-4882	SPATA17
chr1	220161095	220161494	400	*	CD28-negative	1.32356765245606	+	443.481684270775	177.191189479979	220161294	Intron (ENST00000358951.7/25782, intron 28 of 34)	1	220151605	220154428	2824	2	25782	ENST00000491305.1	-6667	RAB3GAP2
chr1	220161608	220162007	400	*	CD28-negative	1.18345146022981	+	88.881506659696	39.134250437296	220161807	Intron (ENST00000358951.7/25782, intron 28 of 34)	1	220151605	220154428	2824	2	25782	ENST00000491305.1	-7180	RAB3GAP2
chr1	221630347	221630746	400	*	CD28-negative	1.05529510873912	+	56.4767906900151	27.1765628036778	221630546	Distal Intergenic	1	221702427	221711816	9390	2	11221	ENST00000494642.1	81070	DUSP10
chr1	221691288	221691687	400	*	CD28-negative	1.15577650178696	+	302.752632059589	135.882814018389	221691487	Distal Intergenic	1	221702427	221711816	9390	2	11221	ENST00000494642.1	20129	DUSP10
chr1	221824053	221824452	400	*	CD28-negative	1.65593923169255	+	102.769242075273	32.6118753644134	221824252	Intron (ENST00000665303.1/101929771, intron 4 of 4)	1	221819842	221840689	20848	2	101929771	ENST00000665303.1	16237	RP11-191N8.2
chr1	226026693	226027092	400	*	CD28-negative	1.04143245535738	+	53.6992436068996	26.0895002915307	226026892	Distal Intergenic	1	225982702	225999343	16642	2	163859	ENST00000272091.8	-27350	SDE2
chr1	229129251	229129650	400	*	CD28-positive	-1.00296166400108	+	53.6992436068996	107.619188702564	229129450	Intron (ENST00000662083.1/ENST00000662083.1, intron 1 of 4)	1	229258281	229271003	12723	2	105373159	ENST00000429227.1	141353	NA
chr1	230922632	230923031	400	*	CD28-positive	-1.03894096110664	+	18.5169805541033	38.0471879251489	230922831	Intron (ENST00000366662.8/79573, intron 13 of 20)	1	230911377	230921506	10130	2	79573	ENST00000471302.2	-1126	TTC13
chr1	232578627	232579026	400	*	CD28-positive	-1.1644718431905	+	40.7373572190273	91.3132510203574	232578826	Intron (ENST00000674749.1/57568, intron 2 of 23)	1	232397965	232561558	163594	2	57568	ENST00000366630.5	-17069	SIPA1L2
chr1	240622469	240622868	400	*	CD28-negative	1.09034205583832	+	87.9556576319908	41.3083754615903	240622668	Distal Intergenic	1	240489573	240612155	122583	2	64388	ENST00000318160.5	-10314	GREM2
chr1	241886170	241886569	400	*	CD28-positive	-1.19094405455169	+	16.665282498693	38.0471879251489	241886369	Promoter	1	241885357	241895148	9792	1	9156	ENST00000518741.1	813	EXO1
chr1	242225609	242226008	400	*	CD28-negative	1.83880328884236	+	77.771318327234	21.7412502429422	242225808	Intron (ENST00000536534.7/200150, intron 4 of 9)	1	242235462	242265433	29972	2	200150	ENST00000474177.1	39425	PLD5
chr10	1323989	1324388	400	*	CD28-negative	1.35337646167212	+	36.1081120805015	14.1318126579125	1324188	Intron (ENST00000381312.6/105, intron 3 of 9)	10	1215676	1240530	24855	2	105	ENST00000469464.1	-83459	ADARB2
chr10	2948451	2948850	400	*	CD28-negative	1.04258892438996	+	192.576597762675	93.4873760446516	2948650	Distal Intergenic	10	3066333	3101554	35222	1	5214	ENST00000607886.5	-117483	PFKP
chr10	2978074	2978473	400	*	CD28-negative	1.02367101619304	+	68.5128280501823	33.6989378765605	2978273	Distal Intergenic	10	3066333	3101554	35222	1	5214	ENST00000607886.5	-87860	PFKP
chr10	3527129	3527528	400	*	CD28-negative	1.18831721540162	+	91.6590537428115	40.2213129494431	3527328	Distal Intergenic	10	3486631	3502915	16285	2	101927880	ENST00000413993.2	-24214	NA
chr10	3926770	3927169	400	*	CD28-negative	1.38139083784172	+	144.432448322006	55.4401881195027	3926969	Intron (ENST00000664393.1/ENST00000664393.1, intron 1 of 2)	10	3991160	3991259	100	1	102464829	ENST00000611069.1	-63991	MIR6078
chr10	4344637	4345036	400	*	CD28-negative	1.00942206045476	+	48.1441494406686	23.9153752672365	4344836	Distal Intergenic	10	4384246	4410612	26367	1	100507059	ENST00000454152.1	-39210	LINC00703
chr10	5949335	5949734	400	*	CD28-positive	-1.56862102632661	+	17.5911315263982	52.1790005830614	5949534	Intron (ENST00000620345.4/3601, intron 7 of 7)	10	5948892	5960567	11676	2	3601	ENST00000435171.6	10833	IL15RA
chr10	6058664	6059063	400	*	CD28-negative	1.02124411550821	+	443.481684270775	218.49956494157	6058863	Intron (ENST00000379959.8/3559, intron 1 of 7)	10	6012797	6062290	49494	2	3559	ENST00000256876.10	3227	IL2RA
chr10	8563434	8563833	400	*	CD28-negative	1.09227726074404	+	345.341687334027	161.97231430992	8563633	Distal Intergenic	10	8259331	8268342	9012	2	100507143	ENST00000657469.1	-295092	LINC00708
chr10	9229736	9230135	400	*	CD28-positive	-1.02299941723762	+	24.0720747203343	48.91781304662	9229935	Distal Intergenic	10	9275833	9287057	11225	1	100507163	ENST00000458168.1	-45698	NA
chr10	11218311	11218710	400	*	CD28-negative	1.02217055319675	+	114.805279435441	56.5272506316498	11218510	Intron (ENST00000637215.1/10659, intron 4 of 14)	10	11165486	11329279	163794	1	10659	ENST00000354897.3	52825	CELF2
chr10	16799632	16800031	400	*	CD28-negative	1.09034205583832	+	83.326412493465	39.134250437296	16799831	Intron (ENST00000377921.7/6251, intron 1 of 7)	10	16590611	16817383	226773	2	6251	ENST00000377921.7	17352	RSU1
chr10	17126307	17126706	400	*	CD28-negative	1.31094119535172	+	62.0318848562461	25.0024377793836	17126506	Intron (ENST00000377833.10/8029, intron 4 of 66)	10	17121882	17127837	5956	2	8029	ENST00000433666.5	1131	CUBN
chr10	18643232	18643631	400	*	CD28-negative	1.01417037535292	+	76.8454692995288	38.0471879251489	18643431	Intron (ENST00000377304.7/221078, intron 2 of 10)	10	18545561	18651587	106027	2	221078	ENST00000377304.7	7956	NSUN6
chr10	27541703	27542102	400	*	CD28-positive	-1.17348308448547	+	35.1822630527963	79.3555633867392	27541902	3' UTR	10	27504619	27537966	33348	1	22931	ENST00000423465.1	37084	RAB18
chr10	30954267	30954666	400	*	CD28-negative	1.39290482585876	+	68.5128280501823	26.0895002915307	30954466	Intron (ENST00000331737.10/220929, intron 1 of 7)	10	30844634	30984426	139793	2	220929	ENST00000331737.10	29760	ZNF438
chr10	31509972	31510371	400	*	CD28-positive	-1.06166103760673	+	24.9979237480395	52.1790005830614	31510171	Intron (ENST00000488625.6/6935, intron 8 of 12)	10	31381723	31461180	79458	1	6935	ENST00000560909.2	128249	ZEB1
chr10	35035525	35035924	400	*	CD28-negative	1.27430489068092	+	65.7352809670668	27.1765628036778	35035724	Intron (ENST00000374746.5/8453, intron 8 of 18)	10	35008551	35071339	62789	2	8453	ENST00000374746.5	35415	CUL2
chr10	35459436	35459835	400	*	CD28-positive	-1.20495091254557	+	75.9196202718236	175.017064455685	35459635	Intron (ENST00000490012.6/219771, intron 7 of 9)	10	35434111	35501661	67551	1	219771	ENST00000470025.1	25325	CCNY
chr10	35540493	35540892	400	*	CD28-negative	1.13098404033567	+	49.995847496079	22.8283127550894	35540692	Intron (ENST00000374706.5/219771, intron 9 of 11)	10	35530196	35566285	36090	1	219771	ENST00000497692.1	10297	CCNY
chr10	45803037	45803436	400	*	CD28-positive	-1.45397846038549	+	24.9979237480395	68.4849382652681	45803236	Distal Intergenic	10	45815486	45817249	1764	2	643479	ENST00000608562.4	13813	NA
chr10	45941171	45941570	400	*	CD28-negative	1.06386984447713	+	49.995847496079	23.9153752672365	45941370	Intron (ENST00000417555.2/728407, intron 6 of 11)	10	45888165	45972154	83990	2	728407	ENST00000417555.2	30584	NA
chr10	47448965	47449364	400	*	CD28-positive	-1.01399460397641	+	23.1462256926292	46.7436880223258	47449164	Distal Intergenic	10	47468541	47484016	15476	2	653145	ENST00000577813.1	34652	ANXA8
chr10	58550804	58551203	400	*	CD28-positive	-1.08573517258558	+	24.0720747203343	51.0919380709143	58551003	Intron (ENST00000373886.8/80114, intron 1 of 20)	10	58512872	58831435	318564	1	80114	ENST00000373886.8	37932	BICC1
chr10	60643884	60644283	400	*	CD28-negative	1.27091430148015	+	62.9577338839513	26.0895002915307	60644083	Intron (ENST00000373827.6/288, intron 1 of 43)	10	60083939	60572909	488971	2	288	ENST00000622427.4	-70975	ANK3
chr10	62064138	62064537	400	*	CD28-negative	1.01457454822036	+	283.309802477781	140.231064066977	62064337	Intron (ENST00000279873.12/84159, intron 7 of 9)	10	62049211	62093064	43854	1	84159	ENST00000309334.5	14927	ARID5B
chr10	62225392	62225791	400	*	CD28-negative	1.06454605496099	+	359.229422749605	171.755876919244	62225591	Intron (ENST00000315289.6/219790, intron 1 of 8)	10	62183035	62236263	53229	2	219790	ENST00000315289.6	10472	RTKN2
chr10	67978736	67979135	400	*	CD28-negative	1.29679293330575	+	69.4386770778875	28.2636253158249	67978935	Intron (ENST00000277817.10/26091, intron 12 of 22)	10	67964792	67990241	25450	2	26091	ENST00000460168.1	11106	HERC4
chr10	70432890	70433289	400	*	CD28-positive	-1.06808730676616	+	25.9237727757447	54.3531256073556	70433089	3' UTR	10	70431936	70441681	9746	2	4838	ENST00000287139.8	8392	NODAL
chr10	70618152	70618551	400	*	CD28-negative	1.02322785997979	+	97.2141479090425	47.8307505344729	70618351	Distal Intergenic	10	70597348	70602759	5412	2	5551	ENST00000373209.2	-15393	PRF1
chr10	70742576	70742975	400	*	CD28-negative	1.12389461554935	+	80.5488654103495	36.9601254130018	70742775	Intron (ENST00000373207.2/140766, intron 12 of 21)	10	70771240	70772339	1100	2	219793	ENST00000394982.2	29364	TBATA
chr10	77281734	77282133	400	*	CD28-positive	-1.07958294560399	+	18.5169805541033	39.134250437296	77281933	Intron (ENST00000604624.6/3778, intron 1 of 27)	10	77249530	77309618	60089	2	3778	ENST00000639204.1	27485	KCNMA1
chr10	79027572	79027971	400	*	CD28-positive	-1.00179895754147	+	150.913391515942	302.203378376897	79027771	Intron (ENST00000456353.5/283050, intron 5 of 9)	10	79043463	79067420	23958	2	283050	ENST00000665190.1	39449	NA
chr10	87013574	87013973	400	*	CD28-positive	-1.03894096110664	+	22.220376664924	45.6566255101787	87013773	Intron (ENST00000444180.3/119385, intron 8 of 9)	10	87020294	87024730	4437	1	643161	ENST00000343959.5	-6321	FAM25A
chr10	88130920	88131319	400	*	CD28-positive	-1.23158603904904	+	19.4428295818085	45.6566255101787	88131119	Distal Intergenic	10	87952199	87961309	9111	1	5728	ENST00000472832.2	178721	PTEN
chr10	92462958	92463357	400	*	CD28-positive	-1.11129180533133	+	23.1462256926292	50.0048755587672	92463157	Intron (ENST00000371581.9/3416, intron 11 of 14)	10	92452259	92456833	4575	2	3416	ENST00000678097.1	-6125	IDE
chr10	96063154	96063553	400	*	CD28-negative	1.29634551663574	+	344.415838306322	140.231064066977	96063353	Promoter	10	96064315	96064399	85	2	100422892	ENST00000578688.1	846	MIR3157
chr10	102770071	102770470	400	*	CD28-negative	1.19343554880243	+	134.248109017249	58.7013756559441	102770270	Intron (ENST00000448841.7/54838, intron 1 of 3)	10	102776249	102816267	40019	1	54838	ENST00000369889.5	-5779	WBP1L
