CHR	START	END	name	log2FC(CD28-negative_vs_CD28-positive)	strand	CD28-negative	CD28-positive	summit
chr13	52868278	52868678	CD28-positive	-1.3815266660372	+	97.2141479090425	253.285565330277	52868478
chr13	114111429	114111829	CD28-positive	-1.23158603904904	+	20.3686786095137	47.8307505344729	114111629
chr14	52175892	52176292	CD28-positive	-1.06432627952656	+	312.936971364346	654.411632312561	52176092
chr14	52272358	52272758	CD28-positive	-1.32178384802062	+	28.7013198588602	71.7461258017094	52272558
chr14	54947230	54947630	CD28-positive	-1.25624809328331	+	26.8496218034498	64.1366882166796	54947430
chr14	60898268	60898668	CD28-positive	-1.25805825041023	+	24.9979237480395	59.7884381680912	60898468
chr14	61065679	61066079	CD28-positive	-1.45397846038549	+	16.665282498693	45.6566255101787	61065879
chr14	65993121	65993521	CD28-positive	-1.0940825152991	+	50.9216965237841	108.706251214711	65993321
chr14	66715315	66715715	CD28-positive	-1.00651948341426	+	41.6632062467325	83.7038134353276	66715515
chr14	90023435	90023835	CD28-positive	-1.00919361771259	+	19.4428295818085	39.134250437296	90023635
chr14	91649917	91650317	CD28-positive	-1.01746123369619	+	26.8496218034498	54.3531256073556	91650117
chr14	97501923	97502323	CD28-positive	-1.14912387885706	+	24.9979237480395	55.4401881195027	97502123
chr14	98018602	98019002	CD28-positive	-1.12849254608493	+	26.8496218034498	58.7013756559441	98018802
chr14	106468882	106469282	CD28-positive	-1.0129457525737	+	29.6271688865653	59.7884381680912	106469082
chr15	31303101	31303501	CD28-positive	-1.02008193385533	+	20.3686786095137	41.3083754615903	31303301
chr15	41323629	41324029	CD28-positive	-1.30558662049281	+	17.5911315263982	43.4825004858845	41323829
chr15	41634226	41634626	CD28-positive	-1.31565030383751	+	23.1462256926292	57.6143131437969	41634426
chr15	58627056	58627456	CD28-positive	-1.05101379340722	+	31.4788669419757	65.2237507288267	58627256
chr15	59482645	59483045	CD28-positive	-1.05621895253848	+	76.8454692995288	159.798189285625	59482845
chr15	59784102	59784502	CD28-positive	-1.10605515696518	+	33.330564997386	71.7461258017094	59784302
chr15	62306887	62307287	CD28-positive	-1.01399460397641	+	23.1462256926292	46.7436880223258	62307087
chr15	64276878	64277278	CD28-positive	-1.00919361771259	+	19.4428295818085	39.134250437296	64277078
chr15	75385924	75386324	CD28-positive	-1.00919361771259	+	25.9237727757447	52.1790005830614	75386124
chr15	75395749	75396149	CD28-positive	-1.33112171259995	+	19.4428295818085	48.91781304662	75395949
chr15	78180944	78181344	CD28-positive	-1.10034150577079	+	21.2945276372188	45.6566255101787	78181144
chr15	80126535	80126935	CD28-positive	-1.11911130979063	+	18.5169805541033	40.2213129494431	80126735
chr15	82663187	82663587	CD28-positive	-1.00026049294258	+	24.9979237480395	50.0048755587672	82663387
chr15	90342567	90342967	CD28-positive	-1.02995217787939	+	21.2945276372188	43.4825004858845	90342767
chr15	101376618	101377018	CD28-positive	-1.33467953201314	+	49.995847496079	126.099251409065	101376818
chr16	339669	340069	CD28-positive	-1.05755663927399	+	40.7373572190273	84.7908759474747	339869
chr16	10635354	10635754	CD28-positive	-1.07958294560399	+	18.5169805541033	39.134250437296	10635554
chr16	24049136	24049536	CD28-positive	-1.06695533727624	+	94.436600825927	197.845377210774	24049336
chr16	31292695	31293095	CD28-positive	-1.19094405455169	+	16.665282498693	38.0471879251489	31292895
chr16	31338199	31338599	CD28-positive	-1.04603038589296	+	53.6992436068996	110.880376239005	31338399
chr16	85490978	85491378	CD28-positive	-1.06808730676616	+	25.9237727757447	54.3531256073556	85491178
chr17	1878408	1878808	CD28-positive	-1.20461899144877	+	24.9979237480395	57.6143131437969	1878608
chr17	17109905	17110305	CD28-positive	-1.2210936652314	+	63.8835829116565	148.927564164154	17110105
chr17	28848691	28849091	CD28-positive	-1.21247721610133	+	35.1822630527963	81.5296884110334	28848891
chr17	38960477	38960877	CD28-positive	-1.42423111699143	+	19.4428295818085	52.1790005830614	38960677
chr17	42072106	42072506	CD28-positive	-1.00417554294597	+	22.220376664924	44.5695629980316	42072306
chr17	44152890	44153290	CD28-positive	-1.16745570162932	+	21.2945276372188	47.8307505344729	44153090
chr17	46962258	46962658	CD28-positive	-1.19841917511384	+	20.3686786095137	46.7436880223258	46962458
chr17	48655906	48656306	CD28-positive	-1.08402885063518	+	33.330564997386	70.6590632895623	48656106
chr17	72710140	72710540	CD28-positive	-1.23158603904904	+	39.8115081913221	93.4873760446516	72710340
chr17	79059376	79059776	CD28-positive	-1.23158603904904	+	19.4428295818085	45.6566255101787	79059576
chr17	79093586	79093986	CD28-positive	-1.07238744419978	+	62.0318848562461	130.447501457653	79093786
chr18	322549	322949	CD28-positive	-1.00026049294258	+	24.9979237480395	50.0048755587672	322749
chr18	3985016	3985416	CD28-positive	-1.32780135430834	+	26.8496218034498	67.397875753121	3985216
chr18	79971548	79971948	CD28-positive	-1.53824737728309	+	17.5911315263982	51.0919380709143	79971748
chr19	1624392	1624792	CD28-positive	-1.23158603904904	+	24.9979237480395	58.7013756559441	1624592
chr19	3516823	3517223	CD28-positive	-1.06166103760673	+	24.9979237480395	52.1790005830614	3517023
chr19	10280032	10280432	CD28-positive	-1.17269234999547	+	23.1462256926292	52.1790005830614	10280232
chr19	29887488	29887888	CD28-positive	-1.23158603904904	+	17.5911315263982	41.3083754615903	29887688
chr19	41226365	41226765	CD28-positive	-1.10230302210407	+	32.4047159696808	69.5720007774152	41226565
chr19	41288909	41289309	CD28-positive	-1.02995217787939	+	21.2945276372188	43.4825004858845	41289109
chr19	56111601	56112001	CD28-positive	-1.09948250304169	+	37.0339611082067	79.3555633867392	56111801
chr2	8438519	8438919	CD28-positive	-1.02213267342009	+	34.2564140250912	69.5720007774152	8438719
chr2	10006566	10006966	CD28-positive	-1.05470827696496	+	48.1441494406686	100.009751117534	10006766
chr2	10164055	10164455	CD28-positive	-1.04603038589296	+	26.8496218034498	55.4401881195027	10164255
chr2	28378984	28379384	CD28-positive	-1.00919361771259	+	51.8475455514893	104.358001166123	28379184
chr2	32264708	32265108	CD28-positive	-1.27738972866216	+	28.7013198588602	69.5720007774152	32264908
chr2	48016651	48017051	CD28-positive	-1.27111440323568	+	16.665282498693	40.2213129494431	48016851
chr2	48308208	48308608	CD28-positive	-1.30958855105031	+	16.665282498693	41.3083754615903	48308408
chr2	65163176	65163576	CD28-positive	-1.13537072378973	+	28.7013198588602	63.0496257045325	65163376
chr2	74908836	74909236	CD28-positive	-1.13847663465756	+	22.220376664924	48.91781304662	74909036
chr2	84874916	84875316	CD28-positive	-1.02299941723762	+	24.0720747203343	48.91781304662	84875116
chr2	96806570	96806970	CD28-positive	-1.07593516858884	+	40.7373572190273	85.8779384596219	96806770
chr2	99085364	99085764	CD28-positive	-1.00531018322536	+	28.7013198588602	57.6143131437969	99085564
chr2	100643406	100643806	CD28-positive	-1.19506016302392	+	18.5169805541033	42.3954379737374	100643606
chr2	106053083	106053483	CD28-positive	-1.75184285038238	+	35.1822630527963	118.489813824035	106053283
chr2	110048529	110048929	CD28-positive	-1.36693789194392	+	56.4767906900151	145.666376627713	110048729
chr2	128382128	128382528	CD28-positive	-1.05358773707104	+	51.8475455514893	107.619188702564	128382328
chr2	158034212	158034612	CD28-positive	-1.0158573479936	+	16.665282498693	33.6989378765605	158034412
chr2	172179400	172179800	CD28-positive	-1.13847663465756	+	37.0339611082067	81.5296884110334	172179600
chr2	203510849	203511249	CD28-positive	-1.03067334512304	+	46.2924513852583	94.5744385567988	203511049
chr2	205034036	205034436	CD28-positive	-1.23158603904904	+	19.4428295818085	45.6566255101787	205034236
chr2	207143381	207143781	CD28-positive	-1.144475375279	+	237.017351092523	523.964130854908	207143581
chr2	216554291	216554691	CD28-positive	-1.03894096110664	+	18.5169805541033	38.0471879251489	216554491
chr2	239751633	239752033	CD28-positive	-1.01818240093984	+	37.0339611082067	75.0073133381507	239751833
chr2	239756880	239757280	CD28-positive	-1.00417554294597	+	22.220376664924	44.5695629980316	239757080
chr20	41632889	41633289	CD28-positive	-1.09218298238362	+	35.1822630527963	75.0073133381507	41633089
chr20	49823497	49823897	CD28-positive	-1.04716146791161	+	23.1462256926292	47.8307505344729	49823697
chr20	51129075	51129475	CD28-positive	-1.09140838100078	+	24.9979237480395	53.2660630952085	51129275
chr20	54047698	54048098	CD28-positive	-1.07958294560399	+	18.5169805541033	39.134250437296	54047898
chr21	29210132	29210532	CD28-positive	-1.26261293466966	+	21.2945276372188	51.0919380709143	29210332
chr21	37195927	37196327	CD28-positive	-1.29298658371318	+	21.2945276372188	52.1790005830614	37196127
chr22	18346046	18346446	CD28-positive	-1.06808730676616	+	38.885659163617	81.5296884110334	18346246
chr22	22764049	22764449	CD28-positive	-1.66768515385571	+	15.7394334709878	50.0048755587672	22764249
chr22	28019261	28019661	CD28-positive	-1.3648525699125	+	28.7013198588602	73.9202508260036	28019461
chr22	30225529	30225929	CD28-positive	-1.40702804545892	+	53.6992436068996	142.405189091272	30225729
chr22	30705999	30706399	CD28-positive	-1.63876142055491	+	21.2945276372188	66.3108132409738	30706199
chr22	36542014	36542414	CD28-positive	-1.19841917511384	+	20.3686786095137	46.7436880223258	36542214
chr22	41788230	41788630	CD28-positive	-1.25805825041023	+	49.995847496079	119.576876336182	41788430
chr3	11227505	11227905	CD28-positive	-1.10605515696518	+	27.775470831155	59.7884381680912	11227705
chr3	13564711	13565111	CD28-positive	-1.31250603443261	+	24.0720747203343	59.7884381680912	13564911
chr3	15520102	15520502	CD28-positive	-1.20243969338952	+	23.1462256926292	53.2660630952085	15520302
chr3	27837094	27837494	CD28-positive	-1.26720994877976	+	37.0339611082067	89.1391259960632	27837294
chr3	30012898	30013298	CD28-positive	-1.11294154255042	+	17.5911315263982	38.0471879251489	30013098
chr3	59411152	59411552	CD28-positive	-1.33467953201314	+	24.9979237480395	63.0496257045325	59411352
chr3	60017652	60018052	CD28-positive	-1.05101379340722	+	78.6971673549391	163.059376822067	60017852
chr3	67409978	67410378	CD28-positive	-1.23158603904904	+	22.220376664924	52.1790005830614	67410178
chr3	70990165	70990565	CD28-positive	-1.07030513201598	+	48.1441494406686	101.096813629681	70990365
chr3	108546273	108546673	CD28-positive	-1.04450048644854	+	34.2564140250912	70.6590632895623	108546473
chr3	133362602	133363002	CD28-positive	-1.0158573479936	+	33.330564997386	67.397875753121	133362802
chr3	143751611	143752011	CD28-positive	-1.40151104049135	+	22.220376664924	58.7013756559441	143751811
chr3	153311534	153311934	CD28-positive	-1.02008193385533	+	30.5530179142705	61.9625631923854	153311734
chr3	153462524	153462924	CD28-positive	-1.03894096110664	+	85.1781105488753	175.017064455685	153462724
chr3	157067001	157067401	CD28-positive	-1.00602633863391	+	316.640367475167	635.931569606061	157067201
chr3	184785056	184785456	CD28-positive	-1.01746123369619	+	26.8496218034498	54.3531256073556	184785256
chr3	186916354	186916754	CD28-positive	-1.10749569132439	+	84.2522615211701	181.539439528568	186916554
chr4	4269905	4270305	CD28-positive	-1.16187706723763	+	49.0699984683738	109.793313726858	4270105
chr4	16890626	16891026	CD28-positive	-1.59415611843375	+	19.4428295818085	58.7013756559441	16890826
chr4	38654232	38654632	CD28-positive	-1.02513516158161	+	41.6632062467325	84.7908759474747	38654432
chr4	40152648	40153048	CD28-positive	-1.15358352704777	+	17.5911315263982	39.134250437296	40152848
chr4	75598346	75598746	CD28-positive	-1.19094405455169	+	16.665282498693	38.0471879251489	75598546
chr4	83170808	83171208	CD28-positive	-1.07958294560399	+	18.5169805541033	39.134250437296	83171008
chr4	83212445	83212845	CD28-positive	-1.07918611021684	+	374.043007192887	790.29444633095	83212645
chr4	85127603	85128003	CD28-positive	-1.10605515696518	+	16.665282498693	35.8730629008547	85127803
chr4	104758576	104758976	CD28-positive	-1.00417554294597	+	22.220376664924	44.5695629980316	104758776
chr4	108029293	108029693	CD28-positive	-1.10152549848466	+	26.8496218034498	57.6143131437969	108029493
chr4	108840459	108840859	CD28-positive	-1.00602633863391	+	35.1822630527963	70.6590632895623	108840659
chr4	115484543	115484943	CD28-positive	-1.34261735143778	+	23.1462256926292	58.7013756559441	115484743
chr4	140497775	140498175	CD28-positive	-1.04872198189923	+	38.885659163617	80.4426258988863	140497975
chr4	148152860	148153260	CD28-positive	-1.23158603904904	+	26.8496218034498	63.0496257045325	148153060
chr4	151659132	151659532	CD28-positive	-1.12970642502982	+	20.3686786095137	44.5695629980316	151659332
chr4	152037360	152037760	CD28-positive	-1.603554816436	+	15.7394334709878	47.8307505344729	152037560
chr4	185224571	185224971	CD28-positive	-1.02805264496391	+	17.5911315263982	35.8730629008547	185224771
chr4	186723644	186724044	CD28-positive	-1.0940825152991	+	20.3686786095137	43.4825004858845	186723844
chr5	34958080	34958480	CD28-positive	-1.13428883769412	+	21.2945276372188	46.7436880223258	34958280
chr5	42675615	42676015	CD28-positive	-1.17018549438489	+	22.220376664924	50.0048755587672	42675815
chr5	53267430	53267830	CD28-positive	-1.17500251068267	+	72.216224161003	163.059376822067	53267630
chr5	55675016	55675416	CD28-positive	-1.02805264496391	+	17.5911315263982	35.8730629008547	55675216
chr5	71549520	71549920	CD28-positive	-1.00919361771259	+	25.9237727757447	52.1790005830614	71549720
chr5	74974740	74975140	CD28-positive	-1.19351799821552	+	88.881506659696	203.28068977151	74974940
chr5	75023750	75024150	CD28-positive	-1.12467083513253	+	58.3284887454255	127.186313921212	75023950
chr5	75461670	75462070	CD28-positive	-1.30197536694044	+	18.5169805541033	45.6566255101787	75461870
chr5	77226813	77227213	CD28-positive	-1.10605515696518	+	16.665282498693	35.8730629008547	77227013
chr5	80307515	80307915	CD28-positive	-1.0129457525737	+	29.6271688865653	59.7884381680912	80307715
chr5	119415140	119415540	CD28-positive	-1.06166103760673	+	24.9979237480395	52.1790005830614	119415340
chr5	134122533	134122933	CD28-positive	-1.05101379340722	+	110.176034296915	228.283127550894	134122733
chr5	142287867	142288267	CD28-positive	-1.0158573479936	+	16.665282498693	33.6989378765605	142288067
chr5	148403293	148403693	CD28-positive	-1.42423111699143	+	25.9237727757447	69.5720007774152	148403493
chr5	150206417	150206817	CD28-positive	-1.15441817852658	+	44.440753329848	98.9226886053872	150206617
chr5	177812290	177812690	CD28-positive	-1.23158603904904	+	23.1462256926292	54.3531256073556	177812490
chr6	180148	180548	CD28-positive	-1.01746123369619	+	26.8496218034498	54.3531256073556	180348
chr6	21121739	21122139	CD28-positive	-1.27006018686367	+	34.2564140250912	82.6167509231805	21121939
chr6	29641790	29642190	CD28-positive	-1.0129457525737	+	29.6271688865653	59.7884381680912	29641990
chr6	30821918	30822318	CD28-positive	-1.02299941723762	+	24.0720747203343	48.91781304662	30822118
chr6	37726004	37726404	CD28-positive	-1.12970642502982	+	20.3686786095137	44.5695629980316	37726204
chr6	79879127	79879527	CD28-positive	-1.03894096110664	+	18.5169805541033	38.0471879251489	79879327
chr6	87146422	87146822	CD28-positive	-1.07288829302998	+	22.220376664924	46.7436880223258	87146622
chr6	87670601	87671001	CD28-positive	-1.02805264496391	+	17.5911315263982	35.8730629008547	87670801
chr6	89925839	89926239	CD28-positive	-1.27340621474367	+	15.7394334709878	38.0471879251489	89926039
chr6	134997469	134997869	CD28-positive	-1.11294154255042	+	17.5911315263982	38.0471879251489	134997669
chr6	136703419	136703819	CD28-positive	-1.15358352704777	+	17.5911315263982	39.134250437296	136703619
chr6	157585275	157585675	CD28-positive	-1.40151104049135	+	22.220376664924	58.7013756559441	157585475
chr6	158242567	158242967	CD28-positive	-1.01746123369619	+	26.8496218034498	54.3531256073556	158242767
chr6	158917617	158918017	CD28-positive	-1.34706325646897	+	16.665282498693	42.3954379737374	158917817
chr6	163766139	163766539	CD28-positive	-1.00026049294258	+	24.9979237480395	50.0048755587672	163766339
chr7	1011182	1011582	CD28-positive	-1.11129180533133	+	46.2924513852583	100.009751117534	1011382
chr7	1150377	1150777	CD28-positive	-1.00715447243899	+	54.6250926346048	109.793313726858	1150577
chr7	24406233	24406633	CD28-positive	-1.02347784371884	+	62.0318848562461	126.099251409065	24406433
chr7	37952246	37952646	CD28-positive	-1.09665645896293	+	25.9237727757447	55.4401881195027	37952446
chr7	65252276	65252676	CD28-positive	-1.17644448485658	+	37.0339611082067	83.7038134353276	65252476
chr7	74573531	74573931	CD28-positive	-1.08573517258558	+	24.0720747203343	51.0919380709143	74573731
chr7	88835119	88835519	CD28-positive	-1.44103940467799	+	14.8135844432827	40.2213129494431	88835319
chr7	121482071	121482471	CD28-positive	-1.00919361771259	+	25.9237727757447	52.1790005830614	121482271
chr7	144517759	144518159	CD28-positive	-1.15358352704777	+	35.1822630527963	78.2685008745921	144517959
chr7	150003371	150003771	CD28-positive	-1.05755663927399	+	20.3686786095137	42.3954379737374	150003571
chr7	150305882	150306282	CD28-positive	-1.20121239000552	+	22.220376664924	51.0919380709143	150306082
chr7	151461556	151461956	CD28-positive	-1.08719612971386	+	19.4428295818085	41.3083754615903	151461756
chr7	155328636	155329036	CD28-positive	-1.34347891911994	+	28.7013198588602	72.8331883138565	155328836
chr7	157592804	157593204	CD28-positive	-1.08822186387786	+	34.2564140250912	72.8331883138565	157593004
chr7	158494049	158494449	CD28-positive	-1.19506016302392	+	18.5169805541033	42.3954379737374	158494249
chr8	19550831	19551231	CD28-positive	-1.08573517258558	+	24.0720747203343	51.0919380709143	19551031
chr8	29020477	29020877	CD28-positive	-1.08822186387786	+	34.2564140250912	72.8331883138565	29020677
chr8	59381102	59381502	CD28-positive	-1.01399460397641	+	138.877354155775	280.462128133955	59381302
chr8	124006581	124006981	CD28-positive	-1.02299941723762	+	24.0720747203343	48.91781304662	124006781
chr8	125951128	125951528	CD28-positive	-1.14043815099084	+	90.7332047151063	200.019502235069	125951328
chr9	1171543	1171943	CD28-positive	-1.09140838100078	+	49.995847496079	106.532126190417	1171743
chr9	5999701	6000101	CD28-positive	-1.06983496905243	+	30.5530179142705	64.1366882166796	5999901
chr9	14156028	14156428	CD28-positive	-1.15758545760526	+	18.5169805541033	41.3083754615903	14156228
chr9	21901548	21901948	CD28-positive	-1.06557608761011	+	21.2945276372188	44.5695629980316	21901748
chr9	33417062	33417462	CD28-positive	-1.2850252980105	+	49.0699984683738	119.576876336182	33417262
chr9	74735758	74736158	CD28-positive	-1.07958294560399	+	18.5169805541033	39.134250437296	74735958
chr9	78101277	78101677	CD28-positive	-1.0766113790727	+	49.995847496079	105.44506367827	78101477
chr9	91978704	91979104	CD28-positive	-1.10034150577079	+	21.2945276372188	45.6566255101787	91978904
chr9	96441816	96442216	CD28-positive	-1.23158603904904	+	19.4428295818085	45.6566255101787	96442016
chr9	99069128	99069528	CD28-positive	-1.07404476206256	+	26.8496218034498	56.5272506316498	99069328
chr9	108142723	108143123	CD28-positive	-1.04716146791161	+	23.1462256926292	47.8307505344729	108142923
chrX	48025632	48026032	CD28-positive	-1.09072350320919	+	39.8115081913221	84.7908759474747	48025832
chrX	49117631	49118031	CD28-positive	-1.14585616502315	+	24.0720747203343	53.2660630952085	49117831
chrX	56343662	56344062	CD28-positive	-1.09728494733745	+	41.6632062467325	89.1391259960632	56343862
chrX	65894129	65894529	CD28-positive	-1.03364666143713	+	36.1081120805015	73.9202508260036	65894329
chrX	119266385	119266785	CD28-positive	-1.03894096110664	+	25.9237727757447	53.2660630952085	119266585
chrX	120571157	120571557	CD28-positive	-1.01399460397641	+	23.1462256926292	46.7436880223258	120571357
chrY	12598793	12599193	CD28-positive	-1.04872198189923	+	58.3284887454255	120.663938848329	12598993
