seqnames	start	end	width	strand	name	log2FC.IFNy_vs_vehicle.	strand.1	IFNy	vehicle	summit	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	GENENAME
chr1	17636533	17636932	400	*	vehicle	-1.1809593628539	+	20.0264526484518	45.405474650235	17636732	Intron (ENST00000361221.8/55160, intron 18 of 28)	1	17634257	17638003	3747	1	55160	ENST00000482359.1	2276	ARHGEF10L
chr1	19156632	19157031	400	*	vehicle	-1.23427517738636	+	56.7416158372801	133.492095471691	19156831	Exon (ENST00000375254.8/23352, exon 41 of 106)	1	19153839	19155039	1201	2	23352	ENST00000497018.1	-1593	UBR4
chr1	20171473	20171872	400	*	vehicle	-1.15181301719438	+	20.0264526484518	44.4973651572303	20171672	Intron (ENST00000429261.2/391013, intron 3 of 3)	1	20163092	20175169	12078	2	391013	ENST00000495760.2	3297	PLA2G2C
chr1	22665786	22666185	400	*	vehicle	-1.04806509235656	+	16.6887105403765	34.5081607341786	22665985	Distal Intergenic	1	22653236	22661637	8402	1	713	ENST00000509305.6	12550	C1QB
chr1	24576148	24576547	400	*	vehicle	-1.02895626940885	+	24.4767754592188	49.9460221152586	24576347	Intron (ENST00000374392.3/400746, intron 1 of 3)	1	24589464	24609328	19865	1	400746	ENST00000486262.1	-12917	NCMAP
chr1	26872397	26872796	400	*	vehicle	-1.02895626940885	+	15.5761298376847	31.7838322551645	26872596	Distal Intergenic	1	26863149	26864456	1308	1	2810	ENST00000339276.6	9248	SFN
chr1	28751311	28751710	400	*	vehicle	-1.40746789266258	+	26.7019368646024	70.8325404543667	28751510	Intron (ENST00000542507.5/51441, intron 5 of 5)	1	28739091	28742883	3793	1	51441	ENST00000468863.1	12220	YTHDF2
chr1	31562924	31563323	400	*	vehicle	-1.0065884563804	+	28.9270982699859	58.1190075523009	31563123	Intron (ENST00000639839.1/149086, intron 4 of 4)	1	31576485	31587682	11198	1	64129	ENST00000457433.6	-13162	TINAGL1
chr1	32273776	32274175	400	*	vehicle	-1.21984088948681	+	45.6158088103624	106.24881068155	32273975	Promoter	1	32274111	32286164	12054	1	3932	ENST00000619559.4	0	LCK
chr1	32508120	32508519	400	*	vehicle	-1.4175215573265	+	12.2383877296094	32.6919417481692	32508319	Intron (ENST00000480336.1/653121, intron 4 of 9)	1	32539427	32605941	66515	1	653121	ENST00000373510.9	-30908	ZBTB8A
chr1	34592208	34592607	400	*	vehicle	-1.32000505141224	+	18.91387194576	47.2216936362445	34592407	Distal Intergenic	1	34669599	34669694	96	2	693137	ENST00000385206.1	77087	MIR552
chr1	34768817	34769216	400	*	vehicle	-1.01118156768087	+	54.5164544318965	109.881248653569	34769016	Intron (ENST00000426886.1/113444, intron 2 of 4)	1	34759740	34762327	2588	1	127534	ENST00000339480.3	9077	GJB4
chr1	37123338	37123737	400	*	vehicle	-1.05308793188175	+	92.3441983234165	191.611103023992	37123537	Distal Intergenic	1	37161563	37161634	72	1	100422898	ENST00000579351.1	-37826	MIR4255
chr1	39671926	39672325	400	*	vehicle	-1.06317198474676	+	27.8145175672941	58.1190075523009	39672125	Promoter	1	39659121	39672038	12918	2	84618	ENST00000235628.1	0	NT5C1A
chr1	40392188	40392587	400	*	vehicle	-1.11690396868455	+	38.9403245942118	84.4541828494372	40392387	Promoter	1	40393345	40423324	29980	1	64744	ENST00000614549.4	-758	SMAP2
chr1	41448393	41448792	400	*	vehicle	-1.05752542160562	+	22.2516140538353	46.3135841432398	41448592	Distal Intergenic	1	41479454	41484085	4632	2	1907	ENST00000460255.1	35293	EDN2
chr1	41728152	41728551	400	*	vehicle	-1.05280301136322	+	26.7019368646024	55.3946790732868	41728351	Intron (ENST00000372584.5/59269, intron 1 of 7)	1	41506365	41662325	155961	2	59269	ENST00000643665.1	-65827	HIVEP3
chr1	42899873	42900272	400	*	vehicle	-1.03483283574552	+	54.5164544318965	111.697467639578	42900072	Distal Intergenic	1	42926249	42929499	3251	2	6513	ENST00000674545.1	29227	SLC2A1
chr1	47629133	47629532	400	*	vehicle	-1.11302053419733	+	22.2516140538353	48.1298031292492	47629332	Distal Intergenic	1	47438044	47440691	2648	1	2306	ENST00000334793.6	191089	FOXD2
chr1	47792208	47792607	400	*	vehicle	-1.01188275604991	+	18.91387194576	38.1405987061974	47792407	Intron (ENST00000606738.3/388630, intron 4 of 6)	1	47775238	47994212	218975	2	388630	ENST00000435576.2	201605	TRABD2B
chr1	48061146	48061545	400	*	vehicle	-1.01736829513364	+	27.8145175672941	56.3027885662915	48061345	Intron (ENST00000635446.1/ENST00000635446.1, intron 4 of 5)	1	47760528	47997385	236858	2	388630	ENST00000606738.3	-63761	TRABD2B
chr1	48228163	48228562	400	*	vehicle	-1.05661261231172	+	34.4900017834447	71.7406499473714	48228362	Promoter	1	48229080	48231578	2499	1	200010	ENST00000527929.1	-518	SLC5A9
chr1	48547582	48547981	400	*	vehicle	-1.11141842960082	+	37.82774389152	81.7298543704231	48547781	Intron (ENST00000371839.6/84871, intron 11 of 13)	1	48295374	48472208	176835	2	54558	ENST00000396199.7	-75374	SPATA6
chr1	49363628	49364027	400	*	vehicle	-1.74805544278154	+	28.9270982699859	97.167715751503	49363827	Intron (ENST00000371839.6/84871, intron 3 of 13)	1	49257411	49269285	11875	1	101929721	ENST00000420071.1	106217	RP11-141A19.2
chr1	50450311	50450710	400	*	vehicle	-1.12206567380033	+	20.0264526484518	43.5892556642256	50450510	Intron (ENST00000396153.7/11124, intron 18 of 18)	1	50417550	50423443	5894	2	63950	ENST00000404795.4	-26868	DMRTA2
chr1	51063115	51063514	400	*	vehicle	-1.1014259077413	+	146.860652755313	315.113994072631	51063314	Distal Intergenic	1	51060018	51060103	86	1	102466656	ENST00000622700.1	3097	MIR6500
chr1	51624888	51625287	400	*	vehicle	-1.2733749970753	+	28.9270982699859	69.924430961362	51625087	Intron (ENST00000371714.5/114883, intron 4 of 25)	1	51617114	51776912	159799	1	114883	ENST00000489990.5	7774	OSBPL9
chr1	51906303	51906702	400	*	vehicle	-1.17833389344708	+	24.4767754592188	55.3946790732868	51906502	Distal Intergenic	1	51789196	51878937	89742	2	4898	ENST00000544028.5	-27366	NRDC
chr1	54245502	54245901	400	*	vehicle	-1.16222280027231	+	34.4900017834447	77.1893069053996	54245701	Intron (ENST00000326956.11/23648, intron 5 of 13)	1	54242856	54251671	8816	2	23648	ENST00000530618.1	5770	SSBP3
chr1	54904621	54905020	400	*	vehicle	-1.21604182200935	+	28.9270982699859	67.2001024823479	54904820	Distal Intergenic	1	54875976	54887195	11220	2	1718	ENST00000648494.1	-17426	DHCR24
chr1	54934845	54935244	400	*	vehicle	-1.55669390143706	+	53.4038737292048	157.102942289813	54935044	Distal Intergenic	1	54980628	54992288	11661	1	199964	ENST00000371268.4	-45384	TMEM61
chr1	55007619	55008018	400	*	vehicle	-1.26254689735016	+	36.7151631888283	88.086620821456	55007818	Intron (ENST00000651561.1/7809, intron 3 of 3)	1	54998933	55017172	18240	1	7809	ENST00000651561.1	8686	BSND
chr1	55726967	55727366	400	*	vehicle	-1.17833389344708	+	73.4303263776565	166.18403721986	55727166	Intron (ENST00000643167.1/ENST00000643167.1, intron 3 of 3)	1	55868254	55950118	81865	1	105378738	ENST00000648749.1	-140888	RP11-90C4.3
chr1	56376676	56377075	400	*	vehicle	-1.05752542160562	+	111.258070269177	231.567920716199	56376875	Intron (ENST00000641494.1/8613, intron 3 of 5)	1	56414935	56415966	1032	1	105378744	ENST00000451914.2	-37860	NA
chr1	56797353	56797752	400	*	vehicle	-1.02895626940885	+	17.8012912430683	36.324379720188	56797552	Intron (ENST00000343433.7/199920, intron 1 of 19)	1	56718789	56819404	100616	2	199920	ENST00000343433.7	21652	C1orf168
chr1	57422290	57422689	400	*	vehicle	-1.04263120630593	+	46.7283895130542	96.2596062584983	57422489	Intron (ENST00000371236.7/1600, intron 1 of 14)	1	57070734	57424057	353324	2	1600	ENST00000371230.1	1368	DAB1
chr1	59738661	59739060	400	*	vehicle	-1.79449101577183	+	26.7019368646024	92.6271682864795	59738860	Intron (ENST00000634606.1/55277, intron 12 of 16)	1	59733227	59733296	70	2	100616409	ENST00000578274.1	-5365	MIR4711
chr1	60103225	60103624	400	*	vehicle	-1.11822360750594	+	52.291293026513	113.513686625588	60103424	Distal Intergenic	1	59990394	60073770	83377	2	127795	ENST00000371201.3	-29455	C1orf87
chr1	60972748	60973147	400	*	vehicle	-1.19381028130374	+	84.5561334045742	193.427322010001	60972947	Intron (ENST00000371191.5/4774, intron 1 of 10)	1	60940239	60970776	30538	2	100996570	ENST00000438559.5	-1972	NFIA-AS2
chr1	61170243	61170642	400	*	vehicle	-1.17097527428128	+	32.2648403780612	72.6487594403761	61170442	Intron (ENST00000371191.5/4774, intron 2 of 10)	1	61203523	61456678	253156	1	4774	ENST00000663597.1	-32881	NFIA
chr1	62151972	62152371	400	*	vehicle	-1.1506348259971	+	27.8145175672941	61.7514455243197	62152171	Intron (ENST00000371158.6/10207, intron 42 of 42)	1	62120874	62128457	7584	1	10207	ENST00000472512.2	31098	PATJ
chr1	62912004	62912403	400	*	vehicle	-1.0695982539062	+	15.5761298376847	32.6919417481692	62912203	Distal Intergenic	1	62821183	62835529	14347	1	84938	ENST00000414558.2	90821	ATG4C
chr1	63946823	63947222	400	*	vehicle	-1.47641524638007	+	24.4767754592188	68.1082119753526	63947022	Intron (ENST00000371079.6/4919, intron 1 of 8)	1	64009303	64181492	172190	1	4919	ENST00000545203.2	-62081	ROR1
chr1	64082465	64082864	400	*	vehicle	-1.06458017913957	+	17.8012912430683	37.2324892131927	64082664	Intron (ENST00000371079.6/4919, intron 4 of 8)	1	64106630	64108361	1732	2	101927034	ENST00000675824.1	25497	ROR1-AS1
chr1	64915827	64916226	400	*	vehicle	-1.06250882911988	+	37.82774389152	79.005525891409	64916026	Intron (ENST00000342505.5/3716, intron 1 of 24)	1	64833254	64873496	40243	2	3716	ENST00000673246.1	-42331	JAK1
chr1	65509898	65510297	400	*	vehicle	-1.0007593775782	+	34.4900017834447	69.0163214683573	65510097	Intron (ENST00000371059.7/3953, intron 2 of 19)	1	65525689	65610268	84580	1	3953	ENST00000462765.5	-15392	LEPR
chr1	66302840	66303239	400	*	vehicle	-1.34048919293383	+	43.3906474049789	109.881248653569	66303039	Intron (ENST00000329654.8/5142, intron 7 of 16)	1	66330728	66363215	32488	1	5142	ENST00000528771.5	-27489	PDE4B
chr1	67552305	67552704	400	*	vehicle	-1.22160134735125	+	15.5761298376847	36.324379720188	67552504	Distal Intergenic	1	67407810	67430415	22606	2	26135	ENST00000370994.8	-121890	SERBP1
chr1	67791673	67792072	400	*	vehicle	-1.34325934555315	+	143.522910647238	364.151906694885	67791872	Intron (ENST00000370982.4/55970, intron 1 of 3)	1	67832303	68202987	370685	1	100289178	ENST00000420587.5	-40231	GNG12-AS1
chr1	69492331	69492730	400	*	vehicle	-1.84904717939392	+	32.2648403780612	116.238015104602	69492530	Distal Intergenic	1	69433255	69435409	2155	1	105378788	ENST00000448001.1	59076	NA
chr1	69710476	69710875	400	*	vehicle	-1.24046037460256	+	42.2780667022871	99.8920442305171	69710675	Intron (ENST00000651989.2/57554, intron 2 of 26)	1	69760175	70122243	362069	1	57554	ENST00000651217.1	-49300	LRRC7
chr1	70044869	70045268	400	*	vehicle	-1.04231465226387	+	95.6819404314919	197.05975998202	70045068	Intron (ENST00000651989.2/57554, intron 22 of 26)	1	70107750	70148005	40256	1	57554	ENST00000588515.5	-62482	LRRC7
chr1	70051946	70052345	400	*	vehicle	-1.27406876724538	+	30.0396789726777	72.6487594403761	70052145	Intron (ENST00000651989.2/57554, intron 22 of 26)	1	70107750	70148005	40256	1	57554	ENST00000588515.5	-55405	LRRC7
chr1	70319718	70320117	400	*	vehicle	-1.2430810747617	+	22.2516140538353	52.6703505942727	70319917	Intron (ENST00000370944.9/81573, intron 3 of 12)	1	70305686	70324957	19272	2	81573	ENST00000498735.1	4840	ANKRD13C
chr1	73846432	73846831	400	*	vehicle	-1.29199067524264	+	22.2516140538353	54.4865695802821	73846631	Intron (ENST00000649962.1/ENST00000649962.1, intron 2 of 3)	1	73709368	73715214	5847	1	109729166	ENST00000436262.1	137064	NA
chr1	74485851	74486250	400	*	vehicle	-1.09643986612484	+	78.9932298911154	168.908365698874	74486050	Intron (ENST00000557284.6/100526835, intron 23 of 26)	1	74469376	74512611	43236	2	105378803	ENST00000294635.5	26361	LRRC53
chr1	76035087	76035486	400	*	vehicle	-1.20179286627107	+	24.4767754592188	56.3027885662915	76035286	Distal Intergenic	1	76010739	76019350	8612	1	101927342	ENST00000668173.1	24348	NA
chr1	76059421	76059820	400	*	vehicle	-1.35910487110118	+	31.1522596753694	79.9136353844137	76059620	Intron (ENST00000434540.1/ENST00000434540.1, intron 1 of 1)	1	76074746	76634603	559858	1	256435	ENST00000328299.4	-14926	ST6GALNAC3
chr1	76239369	76239768	400	*	vehicle	-1.08553979777522	+	38.9403245942118	82.6379638634278	76239568	Intron (ENST00000328299.4/256435, intron 1 of 4)	1	76313800	76413003	99204	1	256435	ENST00000621530.1	-74032	ST6GALNAC3
chr1	77394097	77394496	400	*	vehicle	-1.31846288660384	+	20.0264526484518	49.9460221152586	77394296	Intron (ENST00000354567.7/26289, intron 6 of 13)	1	77371378	77535885	164508	1	26289	ENST00000530826.1	22719	AK5
chr1	77511378	77511777	400	*	vehicle	-1.40912330884064	+	74.5429070803483	197.967869475025	77511577	Intron (ENST00000354567.7/26289, intron 10 of 13)	1	77532107	77558731	26625	1	26289	ENST00000478255.1	-20330	AK5
chr1	77832916	77833315	400	*	vehicle	-1.83631119146645	+	35.6025824861365	127.135329020658	77833115	Intron (ENST00000370791.7/374986, intron 7 of 15)	1	77803389	77862215	58827	1	374986	ENST00000476203.2	29527	MIGA1
chr1	79193315	79193714	400	*	vehicle	-1.38983799864079	+	21.1390333511435	55.3946790732868	79193514	Intron (ENST00000661030.1/64123, intron 1 of 16)	1	78937962	79188483	250522	2	64123	ENST00000656300.1	-4832	ADGRL4
chr1	79198857	79199256	400	*	vehicle	-1.11302053419733	+	44.5032281076706	96.2596062584983	79199056	Intron (ENST00000661030.1/64123, intron 1 of 16)	1	78937962	79188483	250522	2	64123	ENST00000656300.1	-10374	ADGRL4
chr1	81547535	81547934	400	*	vehicle	-1.04806509235656	+	16.6887105403765	34.5081607341786	81547734	Intron (ENST00000674378.1/23266, intron 3 of 5)	1	81513880	81557702	43823	2	101927434	ENST00000443939.1	9768	RP5-837I24.2
chr1	82485682	82486081	400	*	vehicle	-1.16159403798697	+	30.0396789726777	67.2001024823479	82485881	Exon (ENST00000649182.1/ENST00000649182.1, exon 4 of 5)	1	82903183	83166815	263633	1	103283057	ENST00000452901.5	-417102	NA
chr1	84174265	84174664	400	*	vehicle	-1.33779436485577	+	34.4900017834447	87.1785113284513	84174464	Intron (ENST00000370689.6/5567, intron 1 of 9)	1	84178835	84184046	5212	1	5567	ENST00000467507.1	-4171	PRKACB
chr1	85146944	85147343	400	*	vehicle	-1.0695982539062	+	23.3641947565271	49.0379126222539	85147143	Distal Intergenic	1	85133794	85133873	80	1	100616481	ENST00000580922.1	13150	MIR4423
chr1	85240288	85240687	400	*	vehicle	-1.19245500169173	+	16.6887105403765	38.1405987061974	85240487	Distal Intergenic	1	85257443	85259633	2191	2	148423	ENST00000344356.5	18946	C1orf52
chr1	85366463	85366862	400	*	vehicle	-1.22160134735125	+	15.5761298376847	36.324379720188	85366662	Intron (ENST00000427819.5/646626, intron 2 of 4)	1	85321452	85404528	83077	2	23576	ENST00000633113.1	37666	DDAH1
chr1	87392779	87393178	400	*	vehicle	-1.20952851505067	+	20.0264526484518	46.3135841432398	87392978	Distal Intergenic	1	87353521	87371683	18163	2	100505768	ENST00000452509.2	-21096	LINC01364
chr1	88612765	88613164	400	*	vehicle	-1.61391877013001	+	26.7019368646024	81.7298543704231	88612964	Intron (ENST00000645890.1/101927891, intron 1 of 6)	1	88540303	88570860	30558	2	101927891	ENST00000425750.2	-41905	PKN2-AS1
chr1	88947383	88947782	400	*	vehicle	-1.04144721359205	+	25.5893561619106	52.6703505942727	88947582	Intron (ENST00000446900.6/56267, intron 11 of 13)	1	88935773	88988355	52583	2	56267	ENST00000446900.6	40573	KYAT3
chr1	89910811	89911210	400	*	vehicle	-1.23186968280507	+	54.5164544318965	128.043438513663	89911010	Intron (ENST00000370453.5/55144, intron 3 of 3)	1	89846580	89933892	87313	1	55144	ENST00000441269.2	64231	LRRC8D
chr1	91225784	91226183	400	*	vehicle	-1.00959094454192	+	16.6887105403765	33.6000512411739	91225983	Distal Intergenic	1	91316140	91328937	12798	2	164045	ENST00000497520.1	102754	HFM1
chr1	91872565	91872964	400	*	vehicle	-1.26342152304587	+	18.91387194576	45.405474650235	91872764	Intron (ENST00000212355.9/7049, intron 1 of 16)	1	91680343	91862046	181704	2	7049	ENST00000533089.5	-10519	TGFBR3
chr1	93277276	93277675	400	*	vehicle	-1.70702817452149	+	22.2516140538353	72.6487594403761	93277475	Intron (ENST00000343253.11/343099, intron 28 of 28)	1	93254517	93264947	10431	1	343099	ENST00000447456.1	22759	CCDC18
chr1	93798303	93798702	400	*	vehicle	-1.39890587915916	+	28.9270982699859	76.2811974123949	93798502	Intron (ENST00000370244.5/8412, intron 2 of 13)	1	93752924	93775444	22521	2	723788	ENST00000433544.1	-22859	NA
chr1	94142000	94142399	400	*	vehicle	-1.0695982539062	+	23.3641947565271	49.0379126222539	94142199	Distal Intergenic	1	93992834	94121148	128315	2	24	ENST00000370225.4	-20852	ABCA4
chr1	94654017	94654416	400	*	vehicle	-1.2305901305785	+	44.5032281076706	104.432591695541	94654216	Intron (ENST00000634870.1/101928079, intron 3 of 5)	1	94657925	94658250	326	2	101928079	ENST00000456551.1	3834	LINC01057
chr1	96521999	96522398	400	*	vehicle	-1.61651588161605	+	41.1654859995953	126.227219527653	96522198	Distal Intergenic	1	96254069	96374125	120057	2	101928241	ENST00000435311.1	-147874	RP5-898J17.1
chr1	96833364	96833763	400	*	vehicle	-1.38510007963413	+	22.2516140538353	58.1190075523009	96833563	Distal Intergenic	1	96806811	96812928	6118	1	58155	ENST00000462433.1	26553	PTBP2
chr1	97668938	97669337	400	*	vehicle	-1.19735380110457	+	23.3641947565271	53.5784600872774	97669137	Intron (ENST00000370192.8/1806, intron 8 of 22)	1	97691207	97721654	30448	2	1806	ENST00000474241.1	52317	DPYD
chr1	98102410	98102809	400	*	vehicle	-1.26424568475974	+	38.9403245942118	93.5352777794842	98102609	Distal Intergenic	1	97988000	98049863	61864	2	400765	ENST00000424528.2	-52547	MIR137HG
chr1	100313376	100313775	400	*	vehicle	-1.32593800716598	+	15.5761298376847	39.0487081992021	100313575	Distal Intergenic	1	100345001	100499460	154460	1	8556	ENST00000644844.1	-31226	CDC14A
chr1	101174768	101175167	400	*	vehicle	-1.46279136414182	+	67.8674228641977	187.070555558968	101174967	Distal Intergenic	1	101235683	101236528	846	2	101928370	ENST00000432195.1	61361	NA
chr1	101389211	101389610	400	*	vehicle	-1.06458017913957	+	17.8012912430683	37.2324892131927	101389410	Intron (ENST00000444327.1/104355286, intron 1 of 1)	1	101350049	101390303	40255	1	104355286	ENST00000444327.1	39162	LINC01307
chr1	101592889	101593288	400	*	vehicle	-1.35612101266236	+	24.4767754592188	62.6595550173244	101593088	Distal Intergenic	1	101350049	101390303	40255	1	104355286	ENST00000444327.1	242840	LINC01307
chr1	102833177	102833576	400	*	vehicle	-1.19070733940546	+	65.6422614588142	149.838066345776	102833376	Intron (ENST00000414418.1/ENST00000414418.1, intron 1 of 6)	1	102877717	102880018	2302	2	1301	ENST00000470170.1	46442	COL11A1
chr1	103177507	103177906	400	*	vehicle	-1.14366792828554	+	64.5296807561224	142.573190401738	103177706	Distal Intergenic	1	103001079	103108872	107794	2	1301	ENST00000645458.1	-68635	COL11A1
chr1	103180599	103180998	400	*	vehicle	-1.60973097316657	+	25.5893561619106	78.0974163984043	103180798	Distal Intergenic	1	103001079	103108872	107794	2	1301	ENST00000645458.1	-71727	COL11A1
chr1	103348166	103348565	400	*	vehicle	-1.0007593775782	+	34.4900017834447	69.0163214683573	103348365	Distal Intergenic	1	103415980	103525504	109525	2	101928436	ENST00000662345.1	176939	NA
chr1	104132346	104132745	400	*	vehicle	-1.11420355602736	+	25.5893561619106	55.3946790732868	104132545	Intron (ENST00000634888.1/100129138, intron 1 of 3)	1	104073851	104125845	51995	1	100129138	ENST00000634997.1	58495	RP11-364B6.2
chr1	105872829	105873228	400	*	vehicle	-1.29199067524264	+	15.5761298376847	38.1405987061974	105873028	Distal Intergenic	1	105927624	105952894	25271	2	105378884	ENST00000446693.5	79666	NA
chr1	108503099	108503498	400	*	vehicle	-1.01420968403966	+	65.6422614588142	132.583985978686	108503298	Exon (ENST00000453250.1/ENST00000453250.1, exon 1 of 1)	1	108450321	108465395	15075	1	653149	ENST00000531446.2	52778	NBPF6
chr1	109783354	109783753	400	*	vehicle	-1.05969979283996	+	72.3177456749648	150.74617583878	109783553	Distal Intergenic	1	109750081	109764027	13947	2	79574	ENST00000369805.7	-19327	EPS8L3
chr1	110581649	110582048	400	*	vehicle	-1.00248405804766	+	24.4767754592188	49.0379126222539	110581848	Intron (ENST00000640680.1/3737, intron 2 of 8)	1	110603061	110605571	2511	2	3737	ENST00000640956.1	23523	KCNA2
chr1	111603951	111604350	400	*	vehicle	-1.0549514779418	+	24.4767754592188	50.8541316082633	111604150	Intron (ENST00000356415.5/5906, intron 1 of 7)	1	111599655	111608318	8664	2	100129269	ENST00000450155.5	3968	NA
chr1	112866120	112866519	400	*	vehicle	-1.25901335279637	+	65.6422614588142	157.102942289813	112866319	Intron (ENST00000658577.1/ENST00000658577.1, intron 1 of 1)	1	112820174	112850643	30470	2	100996702	ENST00000401018.5	-15477	LINC01356
chr1	119941318	119941717	400	*	vehicle	-1.3807999422005	+	23.3641947565271	60.843336031315	119941517	Exon (ENST00000256646.7/4853, exon 18 of 34)	1	119935267	119937463	2197	2	4853	ENST00000478864.1	-3855	NOTCH2
chr1	144103465	144103864	400	*	vehicle	-1.23427517738636	+	37.82774389152	88.9947303144607	144103664	Distal Intergenic	1	143975087	144068350	93264	1	100996712	ENST00000605551.2	128378	NA
chr1	147202517	147202916	400	*	vehicle	-1.29199067524264	+	31.1522596753694	76.2811974123949	147202716	Intron (ENST00000651151.1/9557, intron 2 of 13)	1	147186261	147225309	39049	2	2330	ENST00000369272.7	22393	FMO5
chr1	149400748	149401147	400	*	vehicle	-1.04942037196857	+	31.1522596753694	64.4757740033338	149400947	Intron (ENST00000650865.1/100996717, intron 1 of 4)	1	149406376	149468030	61655	1	100996717	ENST00000578189.1	-5229	NOTCH2NL
chr1	149400748	149401147	400	*	vehicle	-1.04942037196857	+	31.1522596753694	64.4757740033338	149400947	Intron (ENST00000650865.1/100996717, intron 1 of 4)	1	149406376	149468030	61655	1	100996717	ENST00000578189.1	-5229	NBPF14
chr1	149400748	149401147	400	*	vehicle	-1.04942037196857	+	31.1522596753694	64.4757740033338	149400947	Intron (ENST00000650865.1/100996717, intron 1 of 4)	1	149406376	149468030	61655	1	100996717	ENST00000578189.1	-5229	NBPF19
chr1	151596598	151596997	400	*	vehicle	-1.13403831546641	+	50.0661316211295	109.881248653569	151596797	Distal Intergenic	1	151612006	151693618	81613	1	81609	ENST00000642376.1	-15009	SNX27
chr1	156181872	156182271	400	*	vehicle	-1.27372846884992	+	58.9667772426636	142.573190401738	156182071	Distal Intergenic	1	156175333	156176656	1324	1	64218	ENST00000484155.1	6539	SEMA4A
chr1	158028912	158029311	400	*	vehicle	-1.22487647938411	+	24.4767754592188	57.2108980592962	158029111	Intron (ENST00000360089.8/55243, intron 1 of 12)	1	158025550	158031166	5617	1	100505785	ENST00000419415.1	3362	NA
chr1	159829241	159829640	400	*	vehicle	-1.02895626940885	+	26.7019368646024	54.4865695802821	159829440	Promoter	1	159830008	159837249	7242	1	56833	ENST00000471286.5	-368	SLAMF8
chr1	159916278	159916677	400	*	vehicle	-1.01368951275554	+	84.5561334045742	170.724584684884	159916477	Distal Intergenic	1	159918107	159923717	5611	2	8407	ENST00000368096.5	7040	TAGLN2
chr1	159960615	159961014	400	*	vehicle	-1.02895626940885	+	35.6025824861365	72.6487594403761	159960814	Promoter	1	159961151	159979280	18130	1	100505633	ENST00000423943.2	-137	LINC01133
chr1	159996634	159997033	400	*	vehicle	-1.20179286627107	+	48.9535509184377	112.605577132583	159996833	Distal Intergenic	1	160024953	160031990	7038	2	93183	ENST00000368090.5	34957	PIGM
chr1	162840256	162840655	400	*	vehicle	-1.22640233361507	+	16.6887105403765	39.0487081992021	162840455	Intron (ENST00000451015.1/ENST00000451015.1, intron 4 of 6)	1	162824458	162855783	31326	2	339512	ENST00000524691.1	15128	CCDC190
chr1	162973514	162973913	400	*	vehicle	-1.35910487110118	+	23.3641947565271	59.9352265383103	162973713	Distal Intergenic	1	163068775	163076802	8028	1	5999	ENST00000421743.6	-94862	RGS4
