CHR	START	END	name	log2FC(IFNy_vs_vehicle)	strand	IFNy	vehicle	summit
chr1	70051945	70052345	vehicle	-1.27406876724538	+	30.0396789726777	72.6487594403761	70052145
chr1	70319717	70320117	vehicle	-1.2430810747617	+	22.2516140538353	52.6703505942727	70319917
chr1	73846431	73846831	vehicle	-1.29199067524264	+	22.2516140538353	54.4865695802821	73846631
chr1	74485850	74486250	vehicle	-1.09643986612484	+	78.9932298911154	168.908365698874	74486050
chr1	76035086	76035486	vehicle	-1.20179286627107	+	24.4767754592188	56.3027885662915	76035286
chr1	76059420	76059820	vehicle	-1.35910487110118	+	31.1522596753694	79.9136353844137	76059620
chr1	76239368	76239768	vehicle	-1.08553979777522	+	38.9403245942118	82.6379638634278	76239568
chr1	77394096	77394496	vehicle	-1.31846288660384	+	20.0264526484518	49.9460221152586	77394296
chr1	77511377	77511777	vehicle	-1.40912330884064	+	74.5429070803483	197.967869475025	77511577
chr1	77832915	77833315	vehicle	-1.83631119146645	+	35.6025824861365	127.135329020658	77833115
chr1	79193314	79193714	vehicle	-1.38983799864079	+	21.1390333511435	55.3946790732868	79193514
chr1	79198856	79199256	vehicle	-1.11302053419733	+	44.5032281076706	96.2596062584983	79199056
chr1	81547534	81547934	vehicle	-1.04806509235656	+	16.6887105403765	34.5081607341786	81547734
chr1	82485681	82486081	vehicle	-1.16159403798697	+	30.0396789726777	67.2001024823479	82485881
chr1	84174264	84174664	vehicle	-1.33779436485577	+	34.4900017834447	87.1785113284513	84174464
chr1	85146943	85147343	vehicle	-1.0695982539062	+	23.3641947565271	49.0379126222539	85147143
chr1	85240287	85240687	vehicle	-1.19245500169173	+	16.6887105403765	38.1405987061974	85240487
chr1	85366462	85366862	vehicle	-1.22160134735125	+	15.5761298376847	36.324379720188	85366662
chr1	87392778	87393178	vehicle	-1.20952851505067	+	20.0264526484518	46.3135841432398	87392978
chr1	88612764	88613164	vehicle	-1.61391877013001	+	26.7019368646024	81.7298543704231	88612964
chr1	88947382	88947782	vehicle	-1.04144721359205	+	25.5893561619106	52.6703505942727	88947582
chr1	89910810	89911210	vehicle	-1.23186968280507	+	54.5164544318965	128.043438513663	89911010
chr1	91225783	91226183	vehicle	-1.00959094454192	+	16.6887105403765	33.6000512411739	91225983
chr1	91872564	91872964	vehicle	-1.26342152304587	+	18.91387194576	45.405474650235	91872764
chr1	93277275	93277675	vehicle	-1.70702817452149	+	22.2516140538353	72.6487594403761	93277475
chr1	93798302	93798702	vehicle	-1.39890587915916	+	28.9270982699859	76.2811974123949	93798502
chr1	94141999	94142399	vehicle	-1.0695982539062	+	23.3641947565271	49.0379126222539	94142199
chr1	94654016	94654416	vehicle	-1.2305901305785	+	44.5032281076706	104.432591695541	94654216
chr1	96521998	96522398	vehicle	-1.61651588161605	+	41.1654859995953	126.227219527653	96522198
chr1	96833363	96833763	vehicle	-1.38510007963413	+	22.2516140538353	58.1190075523009	96833563
chr1	97668937	97669337	vehicle	-1.19735380110457	+	23.3641947565271	53.5784600872774	97669137
chr1	98102409	98102809	vehicle	-1.26424568475974	+	38.9403245942118	93.5352777794842	98102609
chr1	100313375	100313775	vehicle	-1.32593800716598	+	15.5761298376847	39.0487081992021	100313575
chr1	101174767	101175167	vehicle	-1.46279136414182	+	67.8674228641977	187.070555558968	101174967
chr1	101389210	101389610	vehicle	-1.06458017913957	+	17.8012912430683	37.2324892131927	101389410
chr1	101592888	101593288	vehicle	-1.35612101266236	+	24.4767754592188	62.6595550173244	101593088
chr1	102833176	102833576	vehicle	-1.19070733940546	+	65.6422614588142	149.838066345776	102833376
chr1	103177506	103177906	vehicle	-1.14366792828554	+	64.5296807561224	142.573190401738	103177706
chr1	103180598	103180998	vehicle	-1.60973097316657	+	25.5893561619106	78.0974163984043	103180798
chr1	103348165	103348565	vehicle	-1.0007593775782	+	34.4900017834447	69.0163214683573	103348365
chr1	104132345	104132745	vehicle	-1.11420355602736	+	25.5893561619106	55.3946790732868	104132545
chr1	105872828	105873228	vehicle	-1.29199067524264	+	15.5761298376847	38.1405987061974	105873028
chr1	108503098	108503498	vehicle	-1.01420968403966	+	65.6422614588142	132.583985978686	108503298
chr1	109783353	109783753	vehicle	-1.05969979283996	+	72.3177456749648	150.74617583878	109783553
chr1	110581648	110582048	vehicle	-1.00248405804766	+	24.4767754592188	49.0379126222539	110581848
chr1	111603950	111604350	vehicle	-1.0549514779418	+	24.4767754592188	50.8541316082633	111604150
chr1	112866119	112866519	vehicle	-1.25901335279637	+	65.6422614588142	157.102942289813	112866319
chr1	119941317	119941717	vehicle	-1.3807999422005	+	23.3641947565271	60.843336031315	119941517
chr1	144103464	144103864	vehicle	-1.23427517738636	+	37.82774389152	88.9947303144607	144103664
chr1	147202516	147202916	vehicle	-1.29199067524264	+	31.1522596753694	76.2811974123949	147202716
chr1	149400747	149401147	vehicle	-1.04942037196857	+	31.1522596753694	64.4757740033338	149400947
chr1	151596597	151596997	vehicle	-1.13403831546641	+	50.0661316211295	109.881248653569	151596797
chr1	156181871	156182271	vehicle	-1.27372846884992	+	58.9667772426636	142.573190401738	156182071
chr1	158028911	158029311	vehicle	-1.22487647938411	+	24.4767754592188	57.2108980592962	158029111
chr1	159829240	159829640	vehicle	-1.02895626940885	+	26.7019368646024	54.4865695802821	159829440
chr1	159916277	159916677	vehicle	-1.01368951275554	+	84.5561334045742	170.724584684884	159916477
chr1	159960614	159961014	vehicle	-1.02895626940885	+	35.6025824861365	72.6487594403761	159960814
chr1	159996633	159997033	vehicle	-1.20179286627107	+	48.9535509184377	112.605577132583	159996833
chr1	162840255	162840655	vehicle	-1.22640233361507	+	16.6887105403765	39.0487081992021	162840455
chr1	162973513	162973913	vehicle	-1.35910487110118	+	23.3641947565271	59.9352265383103	162973713
chr1	165456075	165456475	vehicle	-1.15181301719438	+	20.0264526484518	44.4973651572303	165456275
chr1	165903651	165904051	vehicle	-1.1018877918627	+	30.0396789726777	64.4757740033338	165903851
chr1	166944560	166944960	vehicle	-1.07202499130074	+	36.7151631888283	77.1893069053996	166944760
chr1	169741664	169742064	vehicle	-1.16645979315879	+	31.1522596753694	69.924430961362	169741864
chr1	169780038	169780438	vehicle	-1.04687817740611	+	35.6025824861365	73.5568689333808	169780238
chr1	170511044	170511444	vehicle	-1.41890278772486	+	32.2648403780612	86.2704018354466	170511244
chr1	173685094	173685494	vehicle	-1.07179246731911	+	81.2183912964989	170.724584684884	173685294
chr1	174005031	174005431	vehicle	-1.12206567380033	+	53.4038737292048	116.238015104602	174005231
chr1	174058600	174059000	vehicle	-1.09035681407299	+	25.5893561619106	54.4865695802821	174058800
chr1	174626060	174626460	vehicle	-1.49552406932778	+	73.4303263776565	207.048964405072	174626260
chr1	175743580	175743980	vehicle	-1.29199067524264	+	18.91387194576	46.3135841432398	175743780
chr1	178048403	178048803	vehicle	-1.11631099907453	+	174.675170322607	378.68165858296	178048603
chr1	178337266	178337666	vehicle	-1.0695982539062	+	23.3641947565271	49.0379126222539	178337466
chr1	178397673	178398073	vehicle	-1.45426210414152	+	15.5761298376847	42.6811461712209	178397873
chr1	178465028	178465428	vehicle	-1.23874865396567	+	51.1787123238212	120.778562569625	178465228
chr1	179251709	179252109	vehicle	-1.01188275604991	+	18.91387194576	38.1405987061974	179251909
chr1	179677973	179678373	vehicle	-1.35088436429621	+	17.8012912430683	45.405474650235	179678173
chr1	181119287	181119687	vehicle	-1.61531200542987	+	76.7680684857318	235.200358688218	181119487
chr1	182340177	182340577	vehicle	-1.05752542160562	+	22.2516140538353	46.3135841432398	182340377
chr1	184057178	184057578	vehicle	-1.70702817452149	+	44.5032281076706	145.297518880752	184057378
chr1	184590134	184590534	vehicle	-1.10557755101176	+	24.4767754592188	52.6703505942727	184590334
chr1	184802977	184803377	vehicle	-1.05850054502287	+	64.5296807561224	134.400204964696	184803177
chr1	185788450	185788850	vehicle	-1.08811834187699	+	47.8409702157459	101.708263216527	185788650
chr1	187027292	187027692	vehicle	-1.26774312899597	+	22.2516140538353	53.5784600872774	187027492
chr1	187313159	187313559	vehicle	-1.06610926782632	+	25.5893561619106	53.5784600872774	187313359
chr1	187471625	187472025	vehicle	-1.19827624042045	+	58.9667772426636	135.3083144577	187471825
chr1	188938039	188938439	vehicle	-1.15872414437918	+	37.82774389152	84.4541828494372	188938239
chr1	189374799	189375199	vehicle	-1.13403831546641	+	50.0661316211295	109.881248653569	189374999
chr1	189616865	189617265	vehicle	-1.06802583408744	+	56.7416158372801	118.962343583616	189617065
chr1	191707355	191707755	vehicle	-1.55137730406129	+	24.4767754592188	71.7406499473714	191707555
chr1	191895597	191895997	vehicle	-1.41974622244102	+	20.0264526484518	53.5784600872774	191895797
chr1	192153233	192153633	vehicle	-1.14760076590747	+	15.5761298376847	34.5081607341786	192153433
chr1	192270419	192270819	vehicle	-1.25451596982398	+	14.463549134993	34.5081607341786	192270619
chr1	195097315	195097715	vehicle	-1.04263120630593	+	116.820973782635	240.649015646246	195097515
chr1	195105820	195106220	vehicle	-1.11302053419733	+	22.2516140538353	48.1298031292492	195106020
chr1	196115657	196116057	vehicle	-1.02895626940885	+	15.5761298376847	31.7838322551645	196115857
chr1	196585518	196585918	vehicle	-1.11141842960082	+	18.91387194576	40.8649271852115	196585718
chr1	196991932	196992332	vehicle	-1.16159403798697	+	30.0396789726777	67.2001024823479	196992132
chr1	197423019	197423419	vehicle	-1.51438309657909	+	31.1522596753694	88.9947303144607	197423219
chr1	197692970	197693370	vehicle	-1.04806509235656	+	16.6887105403765	34.5081607341786	197693170
chr1	197736616	197737016	vehicle	-1.07130256011845	+	52.291293026513	109.881248653569	197736816
chr1	197967098	197967498	vehicle	-1.9668953012766	+	42.2780667022871	165.275927726856	197967298
chr1	200249135	200249535	vehicle	-1.22160134735125	+	23.3641947565271	54.4865695802821	200249335
chr1	200659233	200659633	vehicle	-1.3096926769761	+	30.0396789726777	74.4649784263855	200659433
chr1	201636622	201637022	vehicle	-1.0969746928375	+	32.2648403780612	69.0163214683573	201636822
chr1	203038231	203038631	vehicle	-1.02280404242726	+	104.582586053026	212.4976213631	203038431
chr1	203362084	203362484	vehicle	-1.0778658698898	+	32.2648403780612	68.1082119753526	203362284
chr1	203454897	203455297	vehicle	-1.26272608073745	+	92.3441983234165	221.578716293147	203455097
chr1	204031369	204031769	vehicle	-1.32851655126776	+	28.9270982699859	72.6487594403761	204031569
chr1	205610001	205610401	vehicle	-1.14760076590747	+	15.5761298376847	34.5081607341786	205610201
chr1	205672091	205672491	vehicle	-1.2513486907453	+	40.0529052969036	95.3514967654936	205672291
chr1	205994355	205994755	vehicle	-1.14760076590747	+	54.5164544318965	120.778562569625	205994555
chr1	206358821	206359221	vehicle	-1.21517507819181	+	50.0661316211295	116.238015104602	206359021
chr1	207002770	207003170	vehicle	-1.09990402387617	+	136.847426431087	293.319366240518	207002970
chr1	208935849	208936249	vehicle	-1.56329269706004	+	32.2648403780612	95.3514967654936	208936049
chr1	209048904	209049304	vehicle	-1.6023307958548	+	27.8145175672941	84.4541828494372	209049104
chr1	209072474	209072874	vehicle	-1.14443348682879	+	26.7019368646024	59.0271170453056	209072674
chr1	209527413	209527813	vehicle	-1.78231630182573	+	15.5761298376847	53.5784600872774	209527613
chr1	210321543	210321943	vehicle	-1.29199067524264	+	11.1258070269177	27.243284790141	210321743
chr1	211548524	211548924	vehicle	-1.12206567380033	+	16.6887105403765	36.324379720188	211548724
chr1	212209702	212210102	vehicle	-1.04263120630593	+	23.3641947565271	48.1298031292492	212209902
chr1	213661280	213661680	vehicle	-1.15309256942096	+	76.7680684857318	170.724584684884	213661480
chr1	214494717	214495117	vehicle	-1.18765401542791	+	47.8409702157459	108.973139160564	214494917
chr1	214615089	214615489	vehicle	-1.29199067524264	+	25.5893561619106	62.6595550173244	214615289
chr1	215421750	215422150	vehicle	-1.01445669971374	+	44.5032281076706	89.9028398074654	215421950
chr1	216330279	216330679	vehicle	-1.2430810747617	+	22.2516140538353	52.6703505942727	216330479
chr1	216408643	216409043	vehicle	-1.00470872316217	+	26.7019368646024	53.5784600872774	216408843
chr1	216410044	216410444	vehicle	-1.80013757891297	+	33.377421080753	116.238015104602	216410244
chr1	216447872	216448272	vehicle	-1.15578629164433	+	41.1654859995953	91.7190587934748	216448072
chr1	216450144	216450544	vehicle	-1.40302198763139	+	27.8145175672941	73.5568689333808	216450344
chr1	218025450	218025850	vehicle	-1.0112852430818	+	127.946780809553	257.903096013335	218025650
chr1	218467136	218467536	vehicle	-1.32423101224285	+	65.6422614588142	164.367818233851	218467336
chr1	218476373	218476773	vehicle	-1.2513486907453	+	26.7019368646024	63.5676645103291	218476573
chr1	219761515	219761915	vehicle	-1.08048657004893	+	24.4767754592188	51.762241101268	219761715
chr1	220453339	220453739	vehicle	-1.57376164365802	+	18.91387194576	56.3027885662915	220453539
chr1	220462645	220463045	vehicle	-1.17097527428128	+	32.2648403780612	72.6487594403761	220462845
chr1	220700563	220700963	vehicle	-1.25592142053512	+	30.0396789726777	71.7406499473714	220700763
chr1	220843732	220844132	vehicle	-1.15872414437918	+	37.82774389152	84.4541828494372	220843932
chr1	221712210	221712610	vehicle	-1.21502869342776	+	85.668714107266	198.87597896803	221712410
chr1	221816916	221817316	vehicle	-1.21482281472018	+	35.6025824861365	82.6379638634278	221817116
chr1	226420508	226420908	vehicle	-1.04331156238592	+	89.0064562153413	183.43811758695	226420708
chr1	227416413	227416813	vehicle	-1.8572708101021	+	45.6158088103624	165.275927726856	227416613
chr1	229003572	229003972	vehicle	-1.12206567380033	+	33.377421080753	72.6487594403761	229003772
chr1	230206976	230207376	vehicle	-1.55030267083404	+	37.82774389152	110.789358146574	230207176
chr1	230360063	230360463	vehicle	-1.05850054502287	+	96.7945211341836	201.600307447044	230360263
chr1	230849448	230849848	vehicle	-1.05280301136322	+	80.1058105938071	166.18403721986	230849648
chr1	231743906	231744306	vehicle	-1.42831214645542	+	82.3309719991907	221.578716293147	231744106
chr1	231961789	231962189	vehicle	-1.61849149991983	+	23.3641947565271	71.7406499473714	231961989
chr1	232988545	232988945	vehicle	-1.04806509235656	+	16.6887105403765	34.5081607341786	232988745
chr1	233909173	233909573	vehicle	-1.17558118312733	+	143.522910647238	324.195089002678	233909373
chr1	233916667	233917067	vehicle	-1.06066512913619	+	120.158715890711	250.638220069297	233916867
chr1	233945558	233945958	vehicle	-1.43494862908469	+	17.8012912430683	48.1298031292492	233945758
chr1	235692511	235692911	vehicle	-1.0695982539062	+	23.3641947565271	49.0379126222539	235692711
chr1	235953786	235954186	vehicle	-1.10557755101176	+	24.4767754592188	52.6703505942727	235953986
chr1	236099664	236100064	vehicle	-1.02113676494955	+	41.1654859995953	83.5460733564325	236099864
chr1	237678034	237678434	vehicle	-1.04263120630593	+	93.4567790261083	192.519212516997	237678234
chr1	238558074	238558474	vehicle	-1.19245500169173	+	22.2516140538353	50.8541316082633	238558274
chr1	238658756	238659156	vehicle	-1.33381085093727	+	75.6554877830401	190.702993530987	238658956
chr1	238675224	238675624	vehicle	-1.02895626940885	+	20.0264526484518	40.8649271852115	238675424
chr1	238916853	238917253	vehicle	-1.159540379219	+	21.1390333511435	47.2216936362445	238917053
chr1	239757741	239758141	vehicle	-1.01188275604991	+	18.91387194576	38.1405987061974	239757941
chr1	239772506	239772906	vehicle	-1.08553979777522	+	216.953237024894	460.411512953383	239772706
chr1	240350899	240351299	vehicle	-1.63302759307771	+	27.8145175672941	86.2704018354466	240351099
chr1	240515473	240515873	vehicle	-1.33779436485577	+	34.4900017834447	87.1785113284513	240515673
chr1	240783661	240784061	vehicle	-1.42692025532875	+	37.82774389152	101.708263216527	240783861
chr1	242005084	242005484	vehicle	-1.01368951275554	+	211.390333511436	426.81146171221	242005284
chr1	242632222	242632622	vehicle	-1.02451036437766	+	72.3177456749648	147.113737866762	242632422
chr1	243105116	243105516	vehicle	-1.29199067524264	+	27.8145175672941	68.1082119753526	243105316
chr1	245856324	245856724	vehicle	-1.02895626940885	+	33.377421080753	68.1082119753526	245856524
chr1	245997815	245998215	vehicle	-1.54724773048472	+	34.4900017834447	100.800153723522	245998015
chr1	246317711	246318111	vehicle	-1.07899695190845	+	18.91387194576	39.9568176922068	246317911
chr1	246592700	246593100	vehicle	-1.19245500169173	+	27.8145175672941	63.5676645103291	246592900
chr1	246827443	246827843	vehicle	-1.19245500169173	+	38.9403245942118	88.9947303144607	246827643
chr1	247740689	247741089	vehicle	-1.44399376868769	+	23.3641947565271	63.5676645103291	247740889
chr1	247742201	247742601	vehicle	-1.15768958353105	+	33.377421080753	74.4649784263855	247742401
chr1	247746578	247746978	vehicle	-1.02895626940885	+	75.6554877830401	154.378613810799	247746778
chr1	248189135	248189535	vehicle	-1.01736829513364	+	27.8145175672941	56.3027885662915	248189335
chr10	3825181	3825581	vehicle	-1.06066512913619	+	30.0396789726777	62.6595550173244	3825381
chr10	6124709	6125109	vehicle	-1.20583403149293	+	25.5893561619106	59.0271170453056	6124909
chr10	6712425	6712825	vehicle	-1.13587147332536	+	28.9270982699859	63.5676645103291	6712625
chr10	9188457	9188857	vehicle	-1.41398119962126	+	37.82774389152	100.800153723522	9188657
chr10	13784061	13784461	vehicle	-1.00959094454192	+	16.6887105403765	33.6000512411739	13784261
chr10	14084860	14085260	vehicle	-1.02895626940885	+	26.7019368646024	54.4865695802821	14085060
chr10	14713024	14713424	vehicle	-1.25592142053512	+	30.0396789726777	71.7406499473714	14713224
chr10	15813392	15813792	vehicle	-1.35910487110118	+	15.5761298376847	39.9568176922068	15813592
chr10	16867549	16867949	vehicle	-1.20952851505067	+	20.0264526484518	46.3135841432398	16867749
chr10	18886058	18886458	vehicle	-1.45426210414152	+	15.5761298376847	42.6811461712209	18886258
chr10	19889248	19889648	vehicle	-1.04583008797325	+	18.91387194576	39.0487081992021	19889448
chr10	20622871	20623271	vehicle	-1.33505939713453	+	24.4767754592188	61.7514455243197	20623071
chr10	21929038	21929438	vehicle	-1.32000505141224	+	18.91387194576	47.2216936362445	21929238
chr10	24811931	24812331	vehicle	-1.02895626940885	+	20.0264526484518	40.8649271852115	24812131
chr10	27383912	27384312	vehicle	-1.63594507646001	+	28.9270982699859	89.9028398074654	27384112
chr10	28991343	28991743	vehicle	-1.00248405804766	+	48.9535509184377	98.0758252445077	28991543
chr10	29249000	29249400	vehicle	-1.24544808930561	+	23.3641947565271	55.3946790732868	29249200
chr10	29276405	29276805	vehicle	-1.00470872316217	+	26.7019368646024	53.5784600872774	29276605
chr10	30207549	30207949	vehicle	-1.22640233361507	+	33.377421080753	78.0974163984043	30207749
chr10	33791310	33791710	vehicle	-1.38510007963413	+	16.6887105403765	43.5892556642256	33791510
chr10	41531174	41531574	vehicle	-1.00470872316217	+	26.7019368646024	53.5784600872774	41531374
chr10	42690545	42690945	vehicle	-1.33505939713453	+	24.4767754592188	61.7514455243197	42690745
chr10	44703281	44703681	vehicle	-1.37687957282916	+	36.7151631888283	95.3514967654936	44703481
chr10	44855031	44855431	vehicle	-1.26254689735016	+	36.7151631888283	88.086620821456	44855231
chr10	52632542	52632942	vehicle	-1.75142229387994	+	17.8012912430683	59.9352265383103	52632742
chr10	55370007	55370407	vehicle	-1.07626198418721	+	26.7019368646024	56.3027885662915	55370207
chr10	55476058	55476458	vehicle	-1.0969746928375	+	32.2648403780612	69.0163214683573	55476258
chr10	58412582	58412982	vehicle	-1.06317198474676	+	55.6290351345883	116.238015104602	58412782
chr10	58856507	58856907	vehicle	-1.11483410456926	+	83.4435527018824	180.713789107935	58856707
chr10	60198373	60198773	vehicle	-1.29199067524264	+	22.2516140538353	54.4865695802821	60198573
chr10	63605577	63605977	vehicle	-1.12849194295977	+	31.1522596753694	68.1082119753526	63605777
chr10	65861254	65861654	vehicle	-1.09934559730025	+	26.7019368646024	57.2108980592962	65861454
chr10	66833824	66834224	vehicle	-1.03767348650996	+	36.7151631888283	75.3730879193902	66834024
chr10	72812675	72813075	vehicle	-1.06458017913957	+	17.8012912430683	37.2324892131927	72812875
chr10	76558967	76559367	vehicle	-1.07267764683817	+	57.8541965399718	121.68667206263	76559167
chr10	78861900	78862300	vehicle	-1.22640233361507	+	16.6887105403765	39.0487081992021	78862100
chr10	84825312	84825712	vehicle	-1.02895626940885	+	20.0264526484518	40.8649271852115	84825512
chr10	87842300	87842700	vehicle	-1.02895626940885	+	44.5032281076706	90.8109493004701	87842500
chr10	87961305	87961705	vehicle	-1.51438309657909	+	28.9270982699859	82.6379638634278	87961505
chr10	89398022	89398422	vehicle	-1.29199067524264	+	25.5893561619106	62.6595550173244	89398222
chr10	89427664	89428064	vehicle	-1.11302053419733	+	44.5032281076706	96.2596062584983	89427864
chr10	89845960	89846360	vehicle	-1.32593800716598	+	15.5761298376847	39.0487081992021	89846160
chr10	90930424	90930824	vehicle	-1.02350183931674	+	117.933554485327	239.740906153241	90930624
chr10	91589179	91589579	vehicle	-1.48724696664158	+	51.1787123238212	143.481299894743	91589379
chr10	93030445	93030845	vehicle	-1.0695982539062	+	23.3641947565271	49.0379126222539	93030645
chr10	93579022	93579422	vehicle	-1.39890587915916	+	28.9270982699859	76.2811974123949	93579222
chr10	94038002	94038402	vehicle	-1.30649024493776	+	36.7151631888283	90.8109493004701	94038202
chr10	95195237	95195637	vehicle	-2.33151903942928	+	13.3509684323012	67.2001024823479	95195437
chr10	95346932	95347332	vehicle	-1.10391832709007	+	33.377421080753	71.7406499473714	95347132
chr10	98283743	98284143	vehicle	-1.00959094454192	+	16.6887105403765	33.6000512411739	98283943
chr10	98434327	98434727	vehicle	-1.12206567380033	+	20.0264526484518	43.5892556642256	98434527
chr10	98589007	98589407	vehicle	-1.08289507651965	+	46.7283895130542	98.9839347375124	98589207
