seqnames	start	end	width	strand	name	log2FC.IFNy_vs_vehicle.	strand.1	IFNy	vehicle	summit	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	GENENAME
chr1	3543315	3543714	400	*	vehicle	-1.12082996062766	+	162.436782592998	353.254592778829	3543514	Intron (ENST00000356575.9/1953, intron 4 of 36)	1	3489920	3531448	41529	2	1953	ENST00000294599.8	-11867	MEGF6
chr1	4428766	4429165	400	*	vehicle	-1.72197851598746	+	26.7019368646024	88.086620821456	4428965	Distal Intergenic	1	4416311	4424689	8379	1	284661	ENST00000635642.1	12455	RP5-1166F10.1
chr1	4644990	4645389	400	*	vehicle	-1.07899695190845	+	18.91387194576	39.9568176922068	4645189	Distal Intergenic	1	4654609	4792534	137926	1	55966	ENST00000378191.5	-9220	AJAP1
chr1	4752060	4752459	400	*	vehicle	-1.1255295291039	+	57.8541965399718	126.227219527653	4752259	Intron (ENST00000378191.5/55966, intron 2 of 5)	1	4711155	4712165	1011	1	55966	ENST00000466761.1	40905	AJAP1
chr1	5481912	5482311	400	*	IFNy	1.37389182086208	+	122.383877296094	47.2216936362445	5482111	Exon (ENST00000641583.1/ENST00000641583.1, exon 1 of 2)	1	5862672	5862741	70	2	100616421	ENST00000582517.1	380430	MIR4689
chr1	6312022	6312421	400	*	IFNy	1.84438176648864	+	94.5693597288001	26.3351752971363	6312221	Intron (ENST00000608083.5/11332, intron 6 of 8)	1	6281253	6295504	14252	2	11332	ENST00000481175.1	-16518	ACOT7
chr1	6354178	6354577	400	*	IFNy	1.54351528712911	+	230.304205457196	79.005525891409	6354377	Intron (ENST00000608083.5/11332, intron 1 of 8)	1	6281130	6352249	71120	2	11332	ENST00000473466.2	-1929	ACOT7
chr1	6359605	6360004	400	*	IFNy	2.03258214090028	+	404.979375779803	98.9839347375124	6359804	Promoter	1	6264273	6359344	95072	2	11332	ENST00000377842.7	-261	ACOT7
chr1	6868756	6869155	400	*	IFNy	1.7547025602054	+	174.675170322607	51.762241101268	6868955	Intron (ENST00000490738.5/23261, intron 2 of 2)	1	6874056	6887842	13787	1	23261	ENST00000467267.1	-4901	CAMTA1
chr1	7046297	7046696	400	*	vehicle	-1.18236618406815	+	45.6158088103624	103.524482202536	7046496	Intron (ENST00000303635.12/23261, intron 3 of 22)	1	6874056	6887842	13787	1	23261	ENST00000467267.1	172241	CAMTA1
chr1	7218221	7218620	400	*	IFNy	1.07724313442307	+	34.4900017834447	16.3459708740846	7218420	Intron (ENST00000303635.12/23261, intron 4 of 22)	1	7388183	7389419	1237	2	102725193	ENST00000411708.1	170799	NA
chr1	7621851	7622250	400	*	IFNy	1.63177373893027	+	95.6819404314919	30.8757227621598	7622050	Intron (ENST00000303635.12/23261, intron 6 of 22)	1	7736408	7767856	31449	1	23261	ENST00000495233.5	-114158	CAMTA1
chr1	7755452	7755851	400	*	IFNy	1.0936630172551	+	60.0793579453553	28.1513942831457	7755651	Exon (ENST00000303635.12/23261, exon 22 of 23)	1	7744961	7766522	21562	1	23261	ENST00000476864.1	10491	CAMTA1
chr1	8062056	8062455	400	*	IFNy	1.23986048901895	+	178.012912430683	75.3730879193902	8062255	Intron (ENST00000445300.1/ENST00000445300.1, intron 2 of 2)	1	8011727	8026309	14583	2	54206	ENST00000377482.10	-35747	ERRFI1
chr1	8224796	8225195	400	*	IFNy	1.04970067446615	+	54.5164544318965	26.3351752971363	8224995	Distal Intergenic	1	8208672	8215210	6539	1	102724539	ENST00000452982.1	16124	RP11-431K24.3
chr1	8412168	8412567	400	*	vehicle	-1.27092905971482	+	25.5893561619106	61.7514455243197	8412367	Intron (ENST00000337907.7/473, intron 13 of 23)	1	8365855	8423419	57565	2	473	ENST00000460659.5	10852	RERE
chr1	8449087	8449486	400	*	IFNy	1.21496931347724	+	40.0529052969036	17.2540803670893	8449286	Intron (ENST00000337907.7/473, intron 12 of 23)	1	8425638	8430041	4404	1	102724552	ENST00000444276.1	23449	NA
chr1	8663868	8664267	400	*	IFNy	1.72737464962429	+	222.516140538353	67.2001024823479	8664067	Intron (ENST00000337907.7/473, intron 2 of 23)	1	8353943	8656371	302429	2	473	ENST00000400907.6	-7497	RERE
chr1	9061547	9061946	400	*	IFNy	1.68089747914011	+	136.847426431087	42.6811461712209	9061746	Intron (ENST00000377424.9/6518, intron 1 of 11)	1	9040080	9069604	29525	2	6518	ENST00000377414.7	7658	SLC2A5
chr1	9078009	9078408	400	*	IFNy	1.16496421310244	+	215.840656322203	96.2596062584983	9078208	Intron (ENST00000486632.5/6518, intron 2 of 6)	1	9041785	9073122	31338	2	6518	ENST00000479813.5	-4887	SLC2A5
chr1	9196375	9196774	400	*	IFNy	1.07057940414206	+	106.80774745841	50.8541316082633	9196574	Intron (ENST00000635405.2/ENST00000635405.2, intron 1 of 1)	1	9191038	9192089	1052	1	102724571	ENST00000634966.2	5337	RP3-510D11.2
chr1	9228554	9228953	400	*	IFNy	2.18459566443372	+	156.873879079539	34.5081607341786	9228753	Distal Intergenic	1	9234774	9271337	36564	1	9563	ENST00000377403.7	-5821	H6PD
chr1	9529159	9529558	400	*	IFNy	1.6903073230239	+	120.158715890711	37.2324892131927	9529358	Distal Intergenic	1	9539465	9585173	45709	1	84275	ENST00000302692.7	-9907	SLC25A33
chr1	9644718	9645117	400	*	IFNy	1.06164627937206	+	51.1787123238212	24.5189563111269	9644917	Distal Intergenic	1	9651731	9729114	77384	1	5293	ENST00000377346.9	-6614	PIK3CD
chr1	9893203	9893602	400	*	IFNy	1.11205604011822	+	274.807433564866	127.135329020658	9893402	Promoter	1	9850450	9893237	42788	2	56998	ENST00000377258.5	0	CTNNBIP1
chr1	10055708	10056107	400	*	IFNy	1.0814677202848	+	126.834200106861	59.9352265383103	10055907	Intron (ENST00000253251.12/10277, intron 1 of 26)	1	10033274	10073118	39845	1	10277	ENST00000377153.5	22434	UBE4B
chr1	11180350	11180749	400	*	vehicle	-1.50672952403566	+	30.0396789726777	85.3622923424419	11180549	Intron (ENST00000361445.9/2475, intron 28 of 57)	1	11189355	11195981	6627	1	10218	ENST00000376819.4	-8606	ANGPTL7
chr1	11384177	11384576	400	*	IFNy	1.28069349570007	+	130.171942214937	53.5784600872774	11384376	Distal Intergenic	1	11479155	11537551	58397	1	57540	ENST00000294484.7	-94579	DISP3
chr1	11790877	11791276	400	*	IFNy	1.20089624058013	+	388.290665239426	168.908365698874	11791076	3' UTR	1	11787812	11789585	1774	1	284498	ENST00000482358.1	3065	NA
chr1	12166764	12167163	400	*	IFNy	1.16605971299629	+	193.589042268367	86.2704018354466	12166963	Promoter	1	12166943	12167038	96	1	102465836	ENST00000622420.1	0	TNFRSF1B
chr1	12320524	12320923	400	*	IFNy	2.75764009248196	+	153.536136971464	22.7027373251175	12320723	Intron (ENST00000620676.6/55187, intron 32 of 69)	1	12311526	12337988	26463	1	55187	ENST00000487188.1	8998	VPS13D
chr1	12447827	12448226	400	*	IFNy	1.15731672612095	+	78.9932298911154	35.4162702271833	12448026	Intron (ENST00000620676.6/55187, intron 65 of 69)	1	12464940	12512047	47108	1	55187	ENST00000543766.2	-16714	VPS13D
chr1	12510304	12510703	400	*	IFNy	1.03839899839291	+	63.4171000534306	30.8757227621598	12510503	3' UTR	1	12507246	12507397	152	1	677882	ENST00000459326.1	3058	SNORA59B
chr1	12692896	12693295	400	*	IFNy	1.07258175705321	+	114.595812377252	54.4865695802821	12693095	Exon (ENST00000436879.2/ENST00000436879.2, exon 1 of 1)	1	12716110	12728760	12651	1	126767	ENST00000359318.8	-22815	AADACL3
chr1	12798949	12799348	400	*	vehicle	-1.05216366057018	+	41.1654859995953	85.3622923424419	12799148	Distal Intergenic	1	12794691	12796485	1795	1	65121	ENST00000400814.3	4258	PRAMEF1
chr1	13368542	13368941	400	*	IFNy	1.29297182547851	+	46.7283895130542	19.0702993530987	13368741	Distal Intergenic	1	13369067	13371900	2834	2	645414	ENST00000376101.3	2959	PRAMEF19
chr1	14175019	14175418	400	*	IFNy	1.62054648350702	+	142.410329944546	46.3135841432398	14175218	Intron (ENST00000636564.1/ENST00000636564.1, intron 1 of 2)	1	14348947	14351324	2378	2	105376762	ENST00000661309.1	175906	NA
chr1	14443512	14443911	400	*	vehicle	-1.26996436891265	+	73.4303263776565	177.081351135917	14443711	Intron (ENST00000636203.1/23254, intron 2 of 16)	1	14390655	14419973	29319	2	105376762	ENST00000670776.1	-23539	NA
chr1	14653497	14653896	400	*	vehicle	-1.17097527428128	+	32.2648403780612	72.6487594403761	14653696	Intron (ENST00000636203.1/23254, intron 3 of 16)	1	14598717	15065797	467081	1	23254	ENST00000503743.5	54780	KAZN
chr1	15384318	15384717	400	*	IFNy	2.40259631665301	+	182.46323524145	34.5081607341786	15384517	Promoter	1	15383377	15397529	14153	1	114827	ENST00000472086.1	941	FHAD1
chr1	16420738	16421137	400	*	IFNy	2.16744094339465	+	110.145489566485	24.5189563111269	16420937	Intron (ENST00000466212.5/374955, intron 5 of 16)	1	16425097	16431371	6275	2	374955	ENST00000612240.1	10234	SPATA21
chr1	17293725	17294124	400	*	IFNy	1.08234527203989	+	332.661630104838	157.102942289813	17293924	Distal Intergenic	1	17308195	17334796	26602	1	23569	ENST00000375453.5	-14071	PADI4
chr1	17475739	17476138	400	*	IFNy	1.11463458422	+	169.112266809148	78.0974163984043	17475938	Distal Intergenic	1	17406760	17439677	32918	2	55920	ENST00000375436.9	-36062	RCC2
chr1	17636533	17636932	400	*	vehicle	-1.1809593628539	+	20.0264526484518	45.405474650235	17636732	Intron (ENST00000361221.8/55160, intron 18 of 28)	1	17634257	17638003	3747	1	55160	ENST00000482359.1	2276	ARHGEF10L
chr1	17866456	17866855	400	*	IFNy	1.02378519266312	+	173.562589619915	85.3622923424419	17866655	Distal Intergenic	1	17822982	17827061	4080	1	81569	ENST00000617065.1	43474	ACTL8
chr1	18480456	18480855	400	*	IFNy	1.9532224535039	+	196.926784376443	50.8541316082633	18480655	Promoter	1	18480982	18486126	5145	1	127707	ENST00000400664.2	-127	KLHDC7A
chr1	18711541	18711940	400	*	IFNy	1.15970529461505	+	172.450008917224	77.1893069053996	18711740	Intron (ENST00000420770.7/5081, intron 7 of 8)	1	18631524	18736102	104579	1	5081	ENST00000400661.3	80017	PAX7
chr1	19156632	19157031	400	*	vehicle	-1.23427517738636	+	56.7416158372801	133.492095471691	19156831	Exon (ENST00000375254.8/23352, exon 41 of 106)	1	19153839	19155039	1201	2	23352	ENST00000497018.1	-1593	UBR4
chr1	19504988	19505387	400	*	IFNy	1.93933487086381	+	160.211621187614	41.7730366782162	19505187	Intron (ENST00000648702.1/440574, intron 1 of 3)	1	19356655	19485539	128885	2	832	ENST00000459967.6	-19449	CAPZB
chr1	19847431	19847830	400	*	IFNy	1.23638829711214	+	55.6290351345883	23.6108468181222	19847630	Distal Intergenic	1	19814029	19815283	1255	2	54546	ENST00000375121.4	-32148	RNF186
chr1	19981609	19982008	400	*	IFNy	3.36336115336991	+	186.913558052217	18.162189860094	19981808	Distal Intergenic	1	19975438	19980416	4979	2	5320	ENST00000375111.7	-1193	PLA2G2A
chr1	20063980	20064379	400	*	IFNy	1.03952346847392	+	167.999686106457	81.7298543704231	20064179	Intron (ENST00000486277.5/5322, intron 4 of 9)	1	20070194	20091911	21718	1	5322	ENST00000375108.4	-5815	PLA2G5
chr1	20102880	20103279	400	*	IFNy	1.70177737104584	+	85.668714107266	26.3351752971363	20103079	Distal Intergenic	1	20111939	20119536	7598	2	26279	ENST00000375105.8	16257	PLA2G2D
chr1	20171473	20171872	400	*	vehicle	-1.15181301719438	+	20.0264526484518	44.4973651572303	20171672	Intron (ENST00000429261.2/391013, intron 3 of 3)	1	20163092	20175169	12078	2	391013	ENST00000495760.2	3297	PLA2G2C
chr1	20446854	20447253	400	*	IFNy	1.11712199007909	+	120.158715890711	55.3946790732868	20447053	Distal Intergenic	1	20398716	20431234	32519	2	339505	ENST00000423486.1	-15620	NA
chr1	21077123	21077522	400	*	IFNy	1.00756960661626	+	71.205164972273	35.4162702271833	21077322	Intron (ENST00000374935.7/8672, intron 3 of 32)	1	20806470	21050994	244525	2	8672	ENST00000264211.12	-26129	EIF4G3
chr1	21294764	21295163	400	*	IFNy	1.52179051597439	+	166.887105403765	58.1190075523009	21294963	Promoter	1	21272832	21294424	21593	2	1889	ENST00000527991.2	-340	ECE1
chr1	21496893	21497292	400	*	IFNy	1.0154378499496	+	36.7151631888283	18.162189860094	21497092	Distal Intergenic	1	21509397	21564211	54815	1	249	ENST00000468526.1	-12105	ALPL
chr1	21791639	21792038	400	*	IFNy	2.49175168959301	+	112.370650971868	19.9784088461034	21791838	Distal Intergenic	1	21727851	21783606	55756	2	84196	ENST00000421625.6	-8033	USP48
chr1	22665786	22666185	400	*	vehicle	-1.04806509235656	+	16.6887105403765	34.5081607341786	22665985	Distal Intergenic	1	22653236	22661637	8402	1	713	ENST00000509305.6	12550	C1QB
chr1	22712530	22712929	400	*	IFNy	1.37693413662284	+	629.720677723539	242.465234632255	22712729	Intron (ENST00000544305.5/2048, intron 1 of 6)	1	22710970	22914270	203301	1	2048	ENST00000374632.7	1560	EPHB2
chr1	23384707	23385106	400	*	IFNy	1.39250749902943	+	100.132263242259	38.1405987061974	23384906	Intron (ENST00000450454.7/6920, intron 9 of 10)	1	23371144	23371783	640	1	148898	ENST00000518600.1	13563	NA
chr1	23577259	23577658	400	*	IFNy	1.5581138942743	+	152.423556268772	51.762241101268	23577458	Exon (ENST00000648225.1/ENST00000648225.1, exon 4 of 4)	1	23581495	23640568	59074	1	259283	ENST00000477916.5	-3837	NA
chr1	24142883	24143282	400	*	IFNy	1.30557186225814	+	127.946780809553	51.762241101268	24143082	Promoter	1	24119771	24143140	23370	2	58985	ENST00000270800.2	0	IL22RA1
chr1	24277417	24277816	400	*	IFNy	2.09133796430886	+	178.012912430683	41.7730366782162	24277616	Distal Intergenic	1	24319357	24355318	35962	1	57822	ENST00000361548.9	-41541	GRHL3
chr1	24384236	24384635	400	*	IFNy	1.99677055570952	+	239.20485107873	59.9352265383103	24384435	Intron (ENST00000337248.9/90529, intron 3 of 8)	1	24369043	24379823	10781	2	90529	ENST00000438866.1	-4413	STPG1
chr1	24391259	24391658	400	*	IFNy	1.538447859928	+	163.54936329569	56.3027885662915	24391458	Promoter	1	24379273	24391679	12407	2	90529	ENST00000435187.1	21	STPG1
chr1	24545615	24546014	400	*	IFNy	1.27609800691412	+	94.5693597288001	39.0487081992021	24545814	Intron (ENST00000577528.1/100506985, intron 2 of 2)	1	24538802	24556024	17223	2	100506985	ENST00000577528.1	10010	NA
chr1	24576148	24576547	400	*	vehicle	-1.02895626940885	+	24.4767754592188	49.9460221152586	24576347	Intron (ENST00000374392.3/400746, intron 1 of 3)	1	24589464	24609328	19865	1	400746	ENST00000486262.1	-12917	NCMAP
chr1	24952429	24952828	400	*	IFNy	1.23875143448062	+	261.456465132565	110.789358146574	24952628	Intron (ENST00000399916.5/864, intron 1 of 5)	1	24901029	24964984	63956	2	864	ENST00000338888.3	12156	RUNX3
chr1	24971509	24971908	400	*	IFNy	1.15546830172858	+	89.0064562153413	39.9568176922068	24971708	Distal Intergenic	1	24929737	24965121	35385	2	864	ENST00000479341.1	-6388	RUNX3
chr1	24972459	24972858	400	*	IFNy	2.21154422613467	+	172.450008917224	37.2324892131927	24972658	Distal Intergenic	1	24929737	24965121	35385	2	864	ENST00000479341.1	-7338	RUNX3
chr1	25198757	25199156	400	*	IFNy	1.16496421310244	+	107.920328161101	48.1298031292492	25198956	Distal Intergenic	1	25229015	25232432	3418	2	25949	ENST00000474160.1	33276	SYF2
chr1	25695844	25696243	400	*	IFNy	1.44183521139299	+	170.22484751184	62.6595550173244	25696043	Intron (ENST00000611903.4/57134, intron 2 of 13)	1	25686502	25761684	75183	1	57134	ENST00000473891.1	9342	MAN1C1
chr1	26582714	26583113	400	*	IFNy	1.16086828947117	+	81.2183912964989	36.324379720188	26582913	Distal Intergenic	1	26572270	26574734	2465	1	6195	ENST00000438977.1	10444	RPS6KA1
chr1	26799835	26800234	400	*	IFNy	1.28069349570007	+	130.171942214937	53.5784600872774	26800034	3' UTR	1	26789309	26798302	8994	1	55650	ENST00000674317.1	10526	PIGV
chr1	26872397	26872796	400	*	vehicle	-1.02895626940885	+	15.5761298376847	31.7838322551645	26872596	Distal Intergenic	1	26863149	26864456	1308	1	2810	ENST00000339276.6	9248	SFN
chr1	27044497	27044896	400	*	IFNy	1.34911490351605	+	145.748072052621	57.2108980592962	27044696	Distal Intergenic	1	27005020	27012850	7831	2	115572	ENST00000289166.6	-31647	FAM46B
chr1	27332704	27333103	400	*	IFNy	1.05481208828375	+	43.3906474049789	20.8865183391081	27332903	Promoter	1	27332346	27336399	4054	1	84065	ENST00000471456.1	358	TMEM222
chr1	27463938	27464337	400	*	IFNy	1.2163505438756	+	61.1919386480471	26.3351752971363	27464137	Intron (ENST00000618852.5/10163, intron 1 of 8)	1	27408197	27490051	81855	2	10163	ENST00000536657.1	25714	WASF2
chr1	27689698	27690097	400	*	IFNy	2.39876648950111	+	220.29097913297	41.7730366782162	27689897	Intron (ENST00000628586.2/ENST00000628586.2, intron 2 of 2)	1	27666066	27672198	6133	2	2537	ENST00000362020.4	-17500	IFI6
chr1	27863137	27863536	400	*	IFNy	1.18403745392535	+	340.44969502368	149.838066345776	27863336	Distal Intergenic	1	27872543	27886685	14143	1	9473	ENST00000328928.11	-9007	THEMIS2
chr1	28064082	28064481	400	*	IFNy	1.1230468240362	+	53.4038737292048	24.5189563111269	28064281	Intron (ENST00000373871.8/2140, intron 1 of 17)	1	27973468	28058087	84620	2	2140	ENST00000373864.5	-5995	EYA3
chr1	28417368	28417767	400	*	IFNy	1.10032674753612	+	179.125493133374	83.5460733564325	28417567	Intron (ENST00000633371.1/65979, intron 2 of 4)	1	28438151	28460286	22136	1	65979	ENST00000633167.1	-20384	PHACTR4
chr1	28601677	28602076	400	*	IFNy	1.19310793100913	+	325.986145888687	142.573190401738	28601876	Intron (ENST00000471683.5/6883, intron 3 of 4)	1	28592495	28594300	1806	1	115273	ENST00000465518.2	9182	RAB42
chr1	28751311	28751710	400	*	vehicle	-1.40746789266258	+	26.7019368646024	70.8325404543667	28751510	Intron (ENST00000542507.5/51441, intron 5 of 5)	1	28739091	28742883	3793	1	51441	ENST00000468863.1	12220	YTHDF2
chr1	29469450	29469849	400	*	IFNy	1.67148344873224	+	86.7812948099577	27.243284790141	29469649	Distal Intergenic	1	29329620	29350114	20495	2	101928460	ENST00000417651.1	-119336	RP3-437I16.1
chr1	29719122	29719521	400	*	IFNy	1.80909544987167	+	295.94646691601	84.4541828494372	29719321	Distal Intergenic	1	30013952	30037612	23661	2	101929406	ENST00000445180.2	318091	RP11-111I12.1
chr1	30059021	30059420	400	*	IFNy	1.46360281912522	+	568.528739075492	206.140854912067	30059220	Distal Intergenic	1	30013952	30037612	23661	2	101929406	ENST00000445180.2	-21409	RP11-111I12.1
chr1	30670378	30670777	400	*	IFNy	2.11356257469281	+	243.655173889497	56.3027885662915	30670577	Distal Intergenic	1	30713767	30716135	2369	2	4146	ENST00000494561.1	45358	MATN1
chr1	31111273	31111672	400	*	IFNy	1.75863539782732	+	64.5296807561224	19.0702993530987	31111472	Distal Intergenic	1	30932850	31065991	133142	2	9698	ENST00000373741.8	-45282	PUM1
chr1	31562924	31563323	400	*	vehicle	-1.0065884563804	+	28.9270982699859	58.1190075523009	31563123	Intron (ENST00000639839.1/149086, intron 4 of 4)	1	31576485	31587682	11198	1	64129	ENST00000457433.6	-13162	TINAGL1
chr1	31666463	31666862	400	*	IFNy	1.208082927892	+	146.860652755313	63.5676645103291	31666662	Promoter	1	31660585	31666385	5801	2	1307	ENST00000470799.5	-78	COL16A1
chr1	32236118	32236517	400	*	IFNy	1.1709813010999	+	1134.8323167456	504.000768617609	32236317	3' UTR	1	32231660	32240422	8763	2	339483	ENST00000403496.6	3905	NA
chr1	32246901	32247300	400	*	IFNy	1.1657366371824	+	156.873879079539	69.924430961362	32247100	Promoter	1	32247222	32248856	1635	1	84734	ENST00000373582.4	0	FAM167B
chr1	32273776	32274175	400	*	vehicle	-1.21984088948681	+	45.6158088103624	106.24881068155	32273975	Promoter	1	32274111	32286164	12054	1	3932	ENST00000619559.4	0	LCK
chr1	32508120	32508519	400	*	vehicle	-1.4175215573265	+	12.2383877296094	32.6919417481692	32508319	Intron (ENST00000480336.1/653121, intron 4 of 9)	1	32539427	32605941	66515	1	653121	ENST00000373510.9	-30908	ZBTB8A
chr1	32775245	32775644	400	*	IFNy	1.42450144818381	+	268.131949348716	99.8920442305171	32775444	3' UTR	1	32775244	32780711	5468	2	8565	ENST00000490826.1	5067	YARS
chr1	32919841	32920240	400	*	IFNy	2.72737464962429	+	222.516140538353	33.6000512411739	32920040	Distal Intergenic	1	32894846	32901438	6593	2	113452	ENST00000475208.5	-18403	TMEM54
chr1	32934041	32934440	400	*	IFNy	1.45647055776139	+	124.609038701478	45.405474650235	32934240	Exon (ENST00000661031.1/ENST00000661031.1, exon 2 of 3)	1	32936445	32964685	28241	2	127544	ENST00000373456.11	30245	RNF19B
chr1	33050131	33050530	400	*	IFNy	1.03793021039825	+	402.754214374419	196.151650489015	33050330	Intron (ENST00000548559.1/204, intron 2 of 4)	1	33008892	33037004	28113	2	204	ENST00000354858.11	-13127	AK2
chr1	33512588	33512987	400	*	IFNy	1.44677716155755	+	99.0196825395672	36.324379720188	33512787	Exon (ENST00000424879.2/ENST00000424879.2, exon 1 of 1)	1	33472660	33489245	16586	1	7579	ENST00000480917.1	39928	ZSCAN20
chr1	34592208	34592607	400	*	vehicle	-1.32000505141224	+	18.91387194576	47.2216936362445	34592407	Distal Intergenic	1	34669599	34669694	96	2	693137	ENST00000385206.1	77087	MIR552
chr1	34768817	34769216	400	*	vehicle	-1.01118156768087	+	54.5164544318965	109.881248653569	34769016	Intron (ENST00000426886.1/113444, intron 2 of 4)	1	34759740	34762327	2588	1	127534	ENST00000339480.3	9077	GJB4
chr1	34800259	34800658	400	*	IFNy	1.79395593356031	+	352.68808275329	101.708263216527	34800458	Intron (ENST00000426886.1/113444, intron 2 of 4)	1	34792999	34795747	2749	1	2701	ENST00000342280.5	7260	GJA4
chr1	35497531	35497930	400	*	IFNy	1.23407813642494	+	53.4038737292048	22.7027373251175	35497730	Intron (ENST00000325722.8/79932, intron 3 of 20)	1	35460308	35506867	46560	2	79932	ENST00000431916.5	8937	KIAA0319L
chr1	37123338	37123737	400	*	vehicle	-1.05308793188175	+	92.3441983234165	191.611103023992	37123537	Distal Intergenic	1	37161563	37161634	72	1	100422898	ENST00000579351.1	-37826	MIR4255
chr1	37739228	37739627	400	*	IFNy	1.73354441686449	+	126.834200106861	38.1405987061974	37739427	Intron (ENST00000437645.5/284656, intron 1 of 16)	1	37713886	37731573	17688	2	284656	ENST00000534097.5	-7655	EPHA10
chr1	38018987	38019386	400	*	IFNy	1.02993741964472	+	61.1919386480471	29.9676132691551	38019186	Exon (ENST00000483182.5/51118, exon 6 of 6)	1	38016583	38023801	7219	1	51118	ENST00000488453.1	2404	UTP11
chr1	39657381	39657780	400	*	IFNy	1.087652917501	+	94.5693597288001	44.4973651572303	39657580	Distal Intergenic	1	39659121	39672038	12918	2	84618	ENST00000235628.1	14258	NT5C1A
chr1	39671926	39672325	400	*	vehicle	-1.06317198474676	+	27.8145175672941	58.1190075523009	39672125	Promoter	1	39659121	39672038	12918	2	84618	ENST00000235628.1	0	NT5C1A
chr1	39934431	39934830	400	*	IFNy	1.54351528712911	+	76.7680684857318	26.3351752971363	39934630	Distal Intergenic	1	39955112	39969968	14857	1	84879	ENST00000420632.6	-20282	MFSD2A
chr1	40392188	40392587	400	*	vehicle	-1.11690396868455	+	38.9403245942118	84.4541828494372	40392387	Promoter	1	40393345	40423324	29980	1	64744	ENST00000614549.4	-758	SMAP2
chr1	41109914	41110313	400	*	IFNy	1.46289682692082	+	210.277752808744	76.2811974123949	41110113	Intron (ENST00000397174.6/22955, intron 5 of 12)	1	41041422	41070631	29210	2	22955	ENST00000482530.1	-39283	SCMH1
chr1	41448393	41448792	400	*	vehicle	-1.05752542160562	+	22.2516140538353	46.3135841432398	41448592	Distal Intergenic	1	41479454	41484085	4632	2	1907	ENST00000460255.1	35293	EDN2
chr1	41728152	41728551	400	*	vehicle	-1.05280301136322	+	26.7019368646024	55.3946790732868	41728351	Intron (ENST00000372584.5/59269, intron 1 of 7)	1	41506365	41662325	155961	2	59269	ENST00000643665.1	-65827	HIVEP3
chr1	41811402	41811801	400	*	IFNy	1.21897124403473	+	84.5561334045742	36.324379720188	41811601	Intron (ENST00000372584.5/59269, intron 1 of 7)	1	41847948	41869630	21683	2	59269	ENST00000479350.1	57829	HIVEP3
chr1	41891531	41891930	400	*	IFNy	1.22506776097671	+	184.688396646833	79.005525891409	41891730	Intron (ENST00000372584.5/59269, intron 1 of 7)	1	41847948	41869630	21683	2	59269	ENST00000479350.1	-21901	HIVEP3
chr1	42529847	42530246	400	*	IFNy	1.53397992498231	+	202.489687889901	69.924430961362	42530046	Intron (ENST00000660938.1/728621, intron 6 of 16)	1	42533860	42642579	108720	1	728621	ENST00000471390.6	-3614	CCDC30
